trialnum,Orientation,TF,SF,Contrast
998,180,1,0.04,0.8
999,315,1,0.04,0.8
1000,225,1,0.04,0.8
1001,270,1,0.04,0.8
1002,45,1,0.04,0.8
1003,135,1,0.04,0.8
1004,90,1,0.04,0.8
1005,225,1,0.04,0.8
1006,180,1,0.04,0.8
1007,0,1,0.04,0.8
1008,315,1,0.04,0.8
1009,135,1,0.04,0.8
1010,0,1,0.04,0.8
1011,225,1,0.04,0.8
1012,90,1,0.04,0.8
1013,45,1,0.04,0.8
1014,270,1,0.04,0.8
1015,180,1,0.04,0.8
1016,315,1,0.04,0.8
1017,45,1,0.04,0.8
1018,270,1,0.04,0.8
1019,135,1,0.04,0.8
1020,315,1,0.04,0.8
1021,225,1,0.04,0.8
1022,90,1,0.04,0.8
1023,180,1,0.04,0.8
1024,0,1,0.04,0.8
1025,135,1,0.04,0.8
1026,90,1,0.04,0.8
1027,180,1,0.04,0.8
1028,315,1,0.04,0.8
1029,270,1,0.04,0.8
1030,45,1,0.04,0.8
1031,0,1,0.04,0.8
1032,225,1,0.04,0.8
1033,45,1,0.04,0.8
1034,0,1,0.04,0.8
1035,315,1,0.04,0.8
1036,135,1,0.04,0.8
1037,225,1,0.04,0.8
1038,180,1,0.04,0.8
1039,270,1,0.04,0.8
1040,90,1,0.04,0.8
1041,0,1,0.04,0.8
1042,180,1,0.04,0.8
1043,225,1,0.04,0.8
1044,135,1,0.04,0.8
1045,270,1,0.04,0.8
1046,315,1,0.04,0.8
1047,45,1,0.04,0.8
1048,90,1,0.04,0.8
1049,315,1,0.04,0.8
1050,0,1,0.04,0.8
1051,270,1,0.04,0.8
1052,225,1,0.04,0.8
1053,90,1,0.04,0.8
1054,45,1,0.04,0.8
1055,180,1,0.04,0.8
1056,135,1,0.04,0.8
1057,0,1,0.04,0.8
1058,45,1,0.04,0.8
1059,135,1,0.04,0.8
1060,315,1,0.04,0.8
1061,180,1,0.04,0.8
1062,270,1,0.04,0.8
1063,90,1,0.04,0.8
1064,225,1,0.04,0.8
1065,0,1,0.04,0.8
1066,315,1,0.04,0.8
1067,180,1,0.04,0.8
1068,225,1,0.04,0.8
1069,45,1,0.04,0.8
1070,135,1,0.04,0.8
1071,90,1,0.04,0.8
1072,270,1,0.04,0.8
1073,180,1,0.04,0.8
1074,270,1,0.04,0.8
1075,0,1,0.04,0.8
1076,90,1,0.04,0.8
1077,315,1,0.04,0.8
1078,135,1,0.04,0.8
1079,45,1,0.04,0.8
1080,225,1,0.04,0.8
1081,90,1,0.04,0.8
1082,135,1,0.04,0.8
1083,225,1,0.04,0.8
1084,270,1,0.04,0.8
1085,0,1,0.04,0.8
1086,315,1,0.04,0.8
1087,45,1,0.04,0.8
1088,180,1,0.04,0.8
1089,225,1,0.04,0.8
1090,0,1,0.04,0.8
1091,315,1,0.04,0.8
1092,270,1,0.04,0.8
1093,135,1,0.04,0.8
1094,45,1,0.04,0.8
1095,90,1,0.04,0.8
1096,180,1,0.04,0.8
1097,45,1,0.04,0.8
1098,315,1,0.04,0.8
1099,90,1,0.04,0.8
1100,180,1,0.04,0.8
1101,225,1,0.04,0.8
1102,135,1,0.04,0.8
1103,270,1,0.04,0.8
1104,0,1,0.04,0.8
1105,135,1,0.04,0.8
1106,90,1,0.04,0.8
1107,270,1,0.04,0.8
1108,180,1,0.04,0.8
1109,225,1,0.04,0.8
1110,45,1,0.04,0.8
1111,0,1,0.04,0.8
1112,315,1,0.04,0.8
1113,45,1,0.04,0.8
1114,180,1,0.04,0.8
1115,225,1,0.04,0.8
1116,135,1,0.04,0.8
1117,0,1,0.04,0.8
1118,315,1,0.04,0.8
1119,90,1,0.04,0.8
1120,270,1,0.04,0.8
1121,45,1,0.04,0.8
1122,180,1,0.04,0.8
1123,90,1,0.04,0.8
1124,270,1,0.04,0.8
1125,315,1,0.04,0.8
1126,135,1,0.04,0.8
1127,225,1,0.04,0.8
1128,0,1,0.04,0.8
1129,90,1,0.04,0.8
1130,45,1,0.04,0.8
1131,270,1,0.04,0.8
1132,135,1,0.04,0.8
1133,180,1,0.04,0.8
1134,225,1,0.04,0.8
1135,0,1,0.04,0.8
1136,315,1,0.04,0.8
1137,180,1,0.04,0.8
1138,315,1,0.04,0.8
1139,45,1,0.04,0.8
1140,270,1,0.04,0.8
1141,135,1,0.04,0.8
1142,225,1,0.04,0.8
1143,0,1,0.04,0.8
1144,90,1,0.04,0.8
1145,45,1,0.04,0.8
1146,270,1,0.04,0.8
1147,90,1,0.04,0.8
1148,315,1,0.04,0.8
1149,225,1,0.04,0.8
1150,180,1,0.04,0.8
1151,0,1,0.04,0.8
1152,135,1,0.04,0.8
1153,90,1,0.04,0.8
1154,180,1,0.04,0.8
1155,45,1,0.04,0.8
1156,135,1,0.04,0.8
1157,225,1,0.04,0.8
1158,315,1,0.04,0.8
1159,270,1,0.04,0.8
1160,0,1,0.04,0.8
1161,225,1,0.04,0.8
1162,315,1,0.04,0.8
1163,270,1,0.04,0.8
1164,90,1,0.04,0.8
1165,0,1,0.04,0.8
1166,135,1,0.04,0.8
1167,180,1,0.04,0.8
1168,45,1,0.04,0.8
1169,90,1,0.04,0.8
1170,0,1,0.04,0.8
1171,225,1,0.04,0.8
1172,270,1,0.04,0.8
1173,180,1,0.04,0.8
1174,315,1,0.04,0.8
1175,135,1,0.04,0.8
1176,45,1,0.04,0.8
1177,0,1,0.04,0.8
1178,225,1,0.04,0.8
1179,315,1,0.04,0.8
1180,135,1,0.04,0.8
1181,90,1,0.04,0.8
1182,270,1,0.04,0.8
1183,180,1,0.04,0.8
1184,45,1,0.04,0.8
1185,45,1,0.04,0.8
1186,315,1,0.04,0.8
1187,135,1,0.04,0.8
1188,180,1,0.04,0.8
1189,270,1,0.04,0.8
1190,0,1,0.04,0.8
1191,90,1,0.04,0.8
1192,225,1,0.04,0.8
1193,45,1,0.04,0.8
1194,0,1,0.04,0.8
1195,180,1,0.04,0.8
1196,315,1,0.04,0.8
1197,135,1,0.04,0.8
1198,225,1,0.04,0.8
1199,90,1,0.04,0.8
1200,270,1,0.04,0.8
1201,45,1,0.04,0.8
1202,135,1,0.04,0.8
1203,315,1,0.04,0.8
1204,180,1,0.04,0.8
1205,270,1,0.04,0.8
1206,90,1,0.04,0.8
1207,225,1,0.04,0.8
1208,0,1,0.04,0.8
1209,90,1,0.04,0.8
1210,225,1,0.04,0.8
1211,315,1,0.04,0.8
1212,0,1,0.04,0.8
1213,180,1,0.04,0.8
1214,45,1,0.04,0.8
1215,135,1,0.04,0.8
1216,270,1,0.04,0.8
1217,315,1,0.04,0.8
1218,0,1,0.04,0.8
1219,135,1,0.04,0.8
1220,180,1,0.04,0.8
1221,270,1,0.04,0.8
1222,225,1,0.04,0.8
1223,45,1,0.04,0.8
1224,90,1,0.04,0.8
1225,270,1,0.04,0.8
1226,90,1,0.04,0.8
1227,135,1,0.04,0.8
1228,180,1,0.04,0.8
1229,45,1,0.04,0.8
1230,315,1,0.04,0.8
1231,0,1,0.04,0.8
1232,225,1,0.04,0.8
1233,225,1,0.04,0.8
1234,135,1,0.04,0.8
1235,45,1,0.04,0.8
1236,315,1,0.04,0.8
1237,180,1,0.04,0.8
1238,90,1,0.04,0.8
1239,0,1,0.04,0.8
1240,270,1,0.04,0.8
1241,270,1,0.04,0.8
1242,45,1,0.04,0.8
1243,0,1,0.04,0.8
1244,225,1,0.04,0.8
1245,135,1,0.04,0.8
1246,180,1,0.04,0.8
1247,90,1,0.04,0.8
1248,315,1,0.04,0.8
1249,90,1,0.04,0.8
1250,315,1,0.04,0.8
1251,0,1,0.04,0.8
1252,45,1,0.04,0.8
1253,270,1,0.04,0.8
1254,225,1,0.04,0.8
1255,135,1,0.04,0.8
1256,180,1,0.04,0.8
1257,270,1,0.04,0.8
1258,225,1,0.04,0.8
1259,135,1,0.04,0.8
1260,315,1,0.04,0.8
1261,45,1,0.04,0.8
1262,90,1,0.04,0.8
1263,0,1,0.04,0.8
1264,180,1,0.04,0.8
1265,0,1,0.04,0.8
1266,45,1,0.04,0.8
1267,270,1,0.04,0.8
1268,90,1,0.04,0.8
1269,225,1,0.04,0.8
1270,315,1,0.04,0.8
1271,135,1,0.04,0.8
1272,180,1,0.04,0.8
1273,90,1,0.04,0.8
1274,315,1,0.04,0.8
1275,0,1,0.04,0.8
1276,225,1,0.04,0.8
1277,45,1,0.04,0.8
1278,270,1,0.04,0.8
1279,135,1,0.04,0.8
1280,180,1,0.04,0.8
1281,270,1,0.04,0.8
1282,315,1,0.04,0.8
1283,0,1,0.04,0.8
1284,90,1,0.04,0.8
1285,180,1,0.04,0.8
1286,135,1,0.04,0.8
1287,45,1,0.04,0.8
1288,225,1,0.04,0.8
1289,135,1,0.04,0.8
1290,180,1,0.04,0.8
1291,0,1,0.04,0.8
1292,225,1,0.04,0.8
1293,315,1,0.04,0.8
1294,45,1,0.04,0.8
1295,270,1,0.04,0.8
1296,90,1,0.04,0.8
1297,180,1,0.04,0.8
1298,315,1,0.04,0.8
1299,45,1,0.04,0.8
1300,135,1,0.04,0.8
1301,90,1,0.04,0.8
1302,225,1,0.04,0.8
1303,0,1,0.04,0.8
1304,270,1,0.04,0.8
1305,225,1,0.04,0.8
1306,270,1,0.04,0.8
1307,135,1,0.04,0.8
1308,45,1,0.04,0.8
1309,0,1,0.04,0.8
1310,90,1,0.04,0.8
1311,315,1,0.04,0.8
1312,180,1,0.04,0.8
1313,315,1,0.04,0.8
1314,225,1,0.04,0.8
1315,270,1,0.04,0.8
1316,135,1,0.04,0.8
1317,45,1,0.04,0.8
1318,180,1,0.04,0.8
1319,90,1,0.04,0.8
1320,0,1,0.04,0.8
1321,0,1,0.04,0.8
1322,45,1,0.04,0.8
1323,90,1,0.04,0.8
1324,180,1,0.04,0.8
1325,225,1,0.04,0.8
1326,270,1,0.04,0.8
1327,315,1,0.04,0.8
1328,135,1,0.04,0.8
1329,180,1,0.04,0.8
1330,315,1,0.04,0.8
1331,90,1,0.04,0.8
1332,225,1,0.04,0.8
1333,45,1,0.04,0.8
1334,0,1,0.04,0.8
1335,270,1,0.04,0.8
1336,135,1,0.04,0.8
1337,315,1,0.04,0.8
1338,135,1,0.04,0.8
1339,45,1,0.04,0.8
1340,270,1,0.04,0.8
1341,0,1,0.04,0.8
1342,90,1,0.04,0.8
1343,225,1,0.04,0.8
1344,180,1,0.04,0.8
1345,180,1,0.04,0.8
1346,135,1,0.04,0.8
1347,90,1,0.04,0.8
1348,45,1,0.04,0.8
1349,0,1,0.04,0.8
1350,270,1,0.04,0.8
1351,315,1,0.04,0.8
1352,225,1,0.04,0.8
1353,0,1,0.04,0.8
1354,270,1,0.04,0.8
1355,315,1,0.04,0.8
1356,180,1,0.04,0.8
1357,225,1,0.04,0.8
1358,135,1,0.04,0.8
1359,90,1,0.04,0.8
1360,45,1,0.04,0.8
1361,135,1,0.04,0.8
1362,225,1,0.04,0.8
1363,180,1,0.04,0.8
1364,0,1,0.04,0.8
1365,270,1,0.04,0.8
1366,45,1,0.04,0.8
1367,315,1,0.04,0.8
1368,90,1,0.04,0.8
1369,45,1,0.04,0.8
1370,270,1,0.04,0.8
1371,90,1,0.04,0.8
1372,225,1,0.04,0.8
1373,180,1,0.04,0.8
1374,135,1,0.04,0.8
1375,315,1,0.04,0.8
1376,0,1,0.04,0.8
1377,135,1,0.04,0.8
1378,180,1,0.04,0.8
1379,315,1,0.04,0.8
1380,0,1,0.04,0.8
1381,90,1,0.04,0.8
1382,45,1,0.04,0.8
1383,270,1,0.04,0.8
1384,225,1,0.04,0.8
1385,180,1,0.04,0.8
1386,315,1,0.04,0.8
1387,270,1,0.04,0.8
1388,45,1,0.04,0.8
1389,0,1,0.04,0.8
1390,90,1,0.04,0.8
1391,225,1,0.04,0.8
1392,135,1,0.04,0.8
1393,270,1,0.04,0.8
1394,315,1,0.04,0.8
1395,0,1,0.04,0.8
1396,225,1,0.04,0.8
1397,135,1,0.04,0.8
1398,90,1,0.04,0.8
1399,45,1,0.04,0.8
1400,180,1,0.04,0.8
1401,0,1,0.04,0.8
1402,45,1,0.04,0.8
1403,225,1,0.04,0.8
1404,180,1,0.04,0.8
1405,270,1,0.04,0.8
1406,135,1,0.04,0.8
1407,90,1,0.04,0.8
1408,315,1,0.04,0.8
1409,315,1,0.04,0.8
1410,225,1,0.04,0.8
1411,90,1,0.04,0.8
1412,0,1,0.04,0.8
1413,270,1,0.04,0.8
1414,135,1,0.04,0.8
1415,45,1,0.04,0.8
1416,180,1,0.04,0.8
1417,45,1,0.04,0.8
1418,90,1,0.04,0.8
1419,0,1,0.04,0.8
1420,180,1,0.04,0.8
1421,135,1,0.04,0.8
1422,225,1,0.04,0.8
1423,315,1,0.04,0.8
1424,270,1,0.04,0.8
1425,180,1,0.04,0.8
1426,270,1,0.04,0.8
1427,225,1,0.04,0.8
1428,135,1,0.04,0.8
1429,315,1,0.04,0.8
1430,45,1,0.04,0.8
1431,90,1,0.04,0.8
1432,0,1,0.04,0.8
1433,270,1,0.04,0.8
1434,45,1,0.04,0.8
1435,90,1,0.04,0.8
1436,180,1,0.04,0.8
1437,0,1,0.04,0.8
1438,135,1,0.04,0.8
1439,315,1,0.04,0.8
1440,225,1,0.04,0.8
1441,180,1,0.04,0.8
1442,45,1,0.04,0.8
1443,315,1,0.04,0.8
1444,135,1,0.04,0.8
1445,225,1,0.04,0.8
1446,90,1,0.04,0.8
1447,0,1,0.04,0.8
1448,270,1,0.04,0.8
1449,180,1,0.04,0.8
1450,45,1,0.04,0.8
1451,135,1,0.04,0.8
1452,90,1,0.04,0.8
1453,270,1,0.04,0.8
1454,225,1,0.04,0.8
1455,315,1,0.04,0.8
1456,0,1,0.04,0.8
1457,0,1,0.04,0.8
1458,180,1,0.04,0.8
1459,225,1,0.04,0.8
1460,135,1,0.04,0.8
1461,270,1,0.04,0.8
1462,90,1,0.04,0.8
1463,315,1,0.04,0.8
1464,45,1,0.04,0.8
1465,90,1,0.04,0.8
1466,0,1,0.04,0.8
1467,270,1,0.04,0.8
1468,135,1,0.04,0.8
1469,45,1,0.04,0.8
1470,225,1,0.04,0.8
1471,180,1,0.04,0.8
1472,315,1,0.04,0.8
1473,180,1,0.04,0.8
1474,225,1,0.04,0.8
1475,135,1,0.04,0.8
1476,315,1,0.04,0.8
1477,45,1,0.04,0.8
1478,270,1,0.04,0.8
1479,90,1,0.04,0.8
1480,0,1,0.04,0.8
1481,0,1,0.04,0.8
1482,45,1,0.04,0.8
1483,90,1,0.04,0.8
1484,270,1,0.04,0.8
1485,180,1,0.04,0.8
1486,225,1,0.04,0.8
1487,135,1,0.04,0.8
1488,315,1,0.04,0.8
1489,180,1,0.04,0.8
1490,90,1,0.04,0.8
1491,270,1,0.04,0.8
1492,225,1,0.04,0.8
1493,315,1,0.04,0.8
1494,135,1,0.04,0.8
1495,45,1,0.04,0.8
1496,0,1,0.04,0.8
1497,315,1,0.04,0.8
1498,270,1,0.04,0.8
1499,0,1,0.04,0.8
1500,180,1,0.04,0.8
1501,225,1,0.04,0.8
1502,90,1,0.04,0.8
1503,135,1,0.04,0.8
1504,45,1,0.04,0.8
1505,180,1,0.04,0.8
1506,0,1,0.04,0.8
1507,45,1,0.04,0.8
1508,90,1,0.04,0.8
1509,225,1,0.04,0.8
1510,315,1,0.04,0.8
1511,270,1,0.04,0.8
1512,135,1,0.04,0.8
1513,0,1,0.04,0.8
1514,225,1,0.04,0.8
1515,90,1,0.04,0.8
1516,270,1,0.04,0.8
1517,315,1,0.04,0.8
1518,180,1,0.04,0.8
1519,135,1,0.04,0.8
1520,45,1,0.04,0.8
1521,0,1,0.04,0.8
1522,180,1,0.04,0.8
1523,45,1,0.04,0.8
1524,135,1,0.04,0.8
1525,270,1,0.04,0.8
1526,90,1,0.04,0.8
1527,225,1,0.04,0.8
1528,315,1,0.04,0.8
1529,0,1,0.04,0.8
1530,180,1,0.04,0.8
1531,315,1,0.04,0.8
1532,225,1,0.04,0.8
1533,270,1,0.04,0.8
1534,45,1,0.04,0.8
1535,135,1,0.04,0.8
1536,90,1,0.04,0.8
1537,180,1,0.04,0.8
1538,270,1,0.04,0.8
1539,45,1,0.04,0.8
1540,315,1,0.04,0.8
1541,0,1,0.04,0.8
1542,90,1,0.04,0.8
1543,135,1,0.04,0.8
1544,225,1,0.04,0.8
1545,90,1,0.04,0.8
1546,270,1,0.04,0.8
1547,225,1,0.04,0.8
1548,135,1,0.04,0.8
1549,180,1,0.04,0.8
1550,315,1,0.04,0.8
1551,45,1,0.04,0.8
1552,0,1,0.04,0.8
1553,270,1,0.04,0.8
1554,225,1,0.04,0.8
1555,315,1,0.04,0.8
1556,0,1,0.04,0.8
1557,180,1,0.04,0.8
1558,90,1,0.04,0.8
1559,135,1,0.04,0.8
1560,45,1,0.04,0.8
1561,315,1,0.04,0.8
1562,90,1,0.04,0.8
1563,135,1,0.04,0.8
1564,225,1,0.04,0.8
1565,270,1,0.04,0.8
1566,0,1,0.04,0.8
1567,180,1,0.04,0.8
1568,45,1,0.04,0.8
1569,225,1,0.04,0.8
1570,0,1,0.04,0.8
1571,135,1,0.04,0.8
1572,315,1,0.04,0.8
1573,180,1,0.04,0.8
1574,90,1,0.04,0.8
1575,45,1,0.04,0.8
1576,270,1,0.04,0.8
1577,270,1,0.04,0.8
1578,180,1,0.04,0.8
1579,45,1,0.04,0.8
1580,225,1,0.04,0.8
1581,0,1,0.04,0.8
1582,135,1,0.04,0.8
1583,90,1,0.04,0.8
1584,315,1,0.04,0.8
1585,225,1,0.04,0.8
1586,90,1,0.04,0.8
1587,270,1,0.04,0.8
1588,315,1,0.04,0.8
1589,180,1,0.04,0.8
1590,0,1,0.04,0.8
1591,45,1,0.04,0.8
1592,135,1,0.04,0.8
1593,135,1,0.04,0.8
1594,270,1,0.04,0.8
1595,45,1,0.04,0.8
1596,315,1,0.04,0.8
1597,0,1,0.04,0.8
1598,90,1,0.04,0.8
1599,225,1,0.04,0.8
1600,180,1,0.04,0.8
1601,45,1,0.04,0.8
1602,0,1,0.04,0.8
1603,270,1,0.04,0.8
1604,315,1,0.04,0.8
1605,90,1,0.04,0.8
1606,180,1,0.04,0.8
1607,135,1,0.04,0.8
1608,225,1,0.04,0.8
1609,225,1,0.04,0.8
1610,0,1,0.04,0.8
1611,180,1,0.04,0.8
1612,45,1,0.04,0.8
1613,270,1,0.04,0.8
1614,135,1,0.04,0.8
1615,90,1,0.04,0.8
1616,315,1,0.04,0.8
1617,90,1,0.04,0.8
1618,0,1,0.04,0.8
1619,270,1,0.04,0.8
1620,315,1,0.04,0.8
1621,45,1,0.04,0.8
1622,225,1,0.04,0.8
1623,180,1,0.04,0.8
1624,135,1,0.04,0.8
1625,90,1,0.04,0.8
1626,135,1,0.04,0.8
1627,225,1,0.04,0.8
1628,315,1,0.04,0.8
1629,270,1,0.04,0.8
1630,0,1,0.04,0.8
1631,45,1,0.04,0.8
1632,180,1,0.04,0.8
1633,270,1,0.04,0.8
1634,135,1,0.04,0.8
1635,180,1,0.04,0.8
1636,45,1,0.04,0.8
1637,0,1,0.04,0.8
1638,90,1,0.04,0.8
1639,315,1,0.04,0.8
1640,225,1,0.04,0.8
1641,180,1,0.04,0.8
1642,135,1,0.04,0.8
1643,270,1,0.04,0.8
1644,0,1,0.04,0.8
1645,45,1,0.04,0.8
1646,315,1,0.04,0.8
1647,90,1,0.04,0.8
1648,225,1,0.04,0.8
1649,45,1,0.04,0.8
1650,315,1,0.04,0.8
1651,270,1,0.04,0.8
1652,225,1,0.04,0.8
1653,180,1,0.04,0.8
1654,135,1,0.04,0.8
1655,0,1,0.04,0.8
1656,90,1,0.04,0.8
1657,270,1,0.04,0.8
1658,45,1,0.04,0.8
1659,90,1,0.04,0.8
1660,180,1,0.04,0.8
1661,0,1,0.04,0.8
1662,225,1,0.04,0.8
1663,315,1,0.04,0.8
1664,135,1,0.04,0.8
1665,135,1,0.04,0.8
1666,45,1,0.04,0.8
1667,225,1,0.04,0.8
1668,0,1,0.04,0.8
1669,90,1,0.04,0.8
1670,270,1,0.04,0.8
1671,315,1,0.04,0.8
1672,180,1,0.04,0.8
1673,270,1,0.04,0.8
1674,90,1,0.04,0.8
1675,225,1,0.04,0.8
1676,315,1,0.04,0.8
1677,135,1,0.04,0.8
1678,45,1,0.04,0.8
1679,0,1,0.04,0.8
1680,180,1,0.04,0.8
1681,180,1,0.04,0.8
1682,135,1,0.04,0.8
1683,270,1,0.04,0.8
1684,225,1,0.04,0.8
1685,45,1,0.04,0.8
1686,90,1,0.04,0.8
1687,0,1,0.04,0.8
1688,315,1,0.04,0.8
1689,45,1,0.04,0.8
1690,135,1,0.04,0.8
1691,180,1,0.04,0.8
1692,225,1,0.04,0.8
1693,90,1,0.04,0.8
1694,315,1,0.04,0.8
1695,270,1,0.04,0.8
1696,0,1,0.04,0.8
1697,0,1,0.04,0.8
1698,270,1,0.04,0.8
1699,225,1,0.04,0.8
1700,135,1,0.04,0.8
1701,315,1,0.04,0.8
1702,90,1,0.04,0.8
1703,180,1,0.04,0.8
1704,45,1,0.04,0.8
1705,0,1,0.04,0.8
1706,90,1,0.04,0.8
1707,45,1,0.04,0.8
1708,225,1,0.04,0.8
1709,180,1,0.04,0.8
1710,135,1,0.04,0.8
1711,315,1,0.04,0.8
1712,270,1,0.04,0.8
1713,45,1,0.04,0.8
1714,90,1,0.04,0.8
1715,135,1,0.04,0.8
1716,0,1,0.04,0.8
1717,225,1,0.04,0.8
1718,270,1,0.04,0.8
1719,180,1,0.04,0.8
1720,315,1,0.04,0.8
1721,135,1,0.04,0.8
1722,45,1,0.04,0.8
1723,315,1,0.04,0.8
1724,270,1,0.04,0.8
1725,0,1,0.04,0.8
1726,90,1,0.04,0.8
1727,225,1,0.04,0.8
1728,180,1,0.04,0.8
1729,270,1,0.04,0.8
1730,180,1,0.04,0.8
1731,225,1,0.04,0.8
1732,135,1,0.04,0.8
1733,0,1,0.04,0.8
1734,45,1,0.04,0.8
1735,315,1,0.04,0.8
1736,90,1,0.04,0.8
1737,270,1,0.04,0.8
1738,90,1,0.04,0.8
1739,225,1,0.04,0.8
1740,45,1,0.04,0.8
1741,0,1,0.04,0.8
1742,135,1,0.04,0.8
1743,180,1,0.04,0.8
1744,315,1,0.04,0.8
1745,315,1,0.04,0.8
1746,180,1,0.04,0.8
1747,45,1,0.04,0.8
1748,270,1,0.04,0.8
1749,90,1,0.04,0.8
1750,0,1,0.04,0.8
1751,135,1,0.04,0.8
1752,225,1,0.04,0.8
1753,135,1,0.04,0.8
1754,315,1,0.04,0.8
1755,0,1,0.04,0.8
1756,90,1,0.04,0.8
1757,225,1,0.04,0.8
1758,45,1,0.04,0.8
1759,180,1,0.04,0.8
1760,270,1,0.04,0.8
1761,135,1,0.04,0.8
1762,315,1,0.04,0.8
1763,45,1,0.04,0.8
1764,270,1,0.04,0.8
1765,180,1,0.04,0.8
1766,90,1,0.04,0.8
1767,225,1,0.04,0.8
1768,0,1,0.04,0.8
1769,45,1,0.04,0.8
1770,0,1,0.04,0.8
1771,135,1,0.04,0.8
1772,270,1,0.04,0.8
1773,225,1,0.04,0.8
1774,180,1,0.04,0.8
1775,90,1,0.04,0.8
1776,315,1,0.04,0.8
1777,0,1,0.04,0.8
1778,225,1,0.04,0.8
1779,45,1,0.04,0.8
1780,135,1,0.04,0.8
1781,270,1,0.04,0.8
1782,180,1,0.04,0.8
1783,90,1,0.04,0.8
1784,315,1,0.04,0.8
1785,315,1,0.04,0.8
1786,90,1,0.04,0.8
1787,0,1,0.04,0.8
1788,135,1,0.04,0.8
1789,270,1,0.04,0.8
1790,45,1,0.04,0.8
1791,180,1,0.04,0.8
1792,225,1,0.04,0.8
1793,225,1,0.04,0.8
1794,135,1,0.04,0.8
1795,315,1,0.04,0.8
1796,45,1,0.04,0.8
1797,270,1,0.04,0.8
1798,180,1,0.04,0.8
1799,0,1,0.04,0.8
1800,90,1,0.04,0.8
1801,135,1,0.04,0.8
1802,0,1,0.04,0.8
1803,225,1,0.04,0.8
1804,270,1,0.04,0.8
1805,180,1,0.04,0.8
1806,90,1,0.04,0.8
1807,45,1,0.04,0.8
1808,315,1,0.04,0.8
1809,180,1,0.04,0.8
1810,45,1,0.04,0.8
1811,225,1,0.04,0.8
1812,270,1,0.04,0.8
1813,315,1,0.04,0.8
1814,0,1,0.04,0.8
1815,135,1,0.04,0.8
1816,90,1,0.04,0.8
1817,270,1,0.04,0.8
1818,180,1,0.04,0.8
1819,45,1,0.04,0.8
1820,0,1,0.04,0.8
1821,225,1,0.04,0.8
1822,315,1,0.04,0.8
1823,135,1,0.04,0.8
1824,90,1,0.04,0.8
1825,270,1,0.04,0.8
1826,90,1,0.04,0.8
1827,0,1,0.04,0.8
1828,225,1,0.04,0.8
1829,180,1,0.04,0.8
1830,45,1,0.04,0.8
1831,135,1,0.04,0.8
1832,315,1,0.04,0.8
1833,135,1,0.04,0.8
1834,225,1,0.04,0.8
1835,270,1,0.04,0.8
1836,90,1,0.04,0.8
1837,180,1,0.04,0.8
1838,0,1,0.04,0.8
1839,315,1,0.04,0.8
1840,45,1,0.04,0.8
1841,225,1,0.04,0.8
1842,90,1,0.04,0.8
1843,270,1,0.04,0.8
1844,0,1,0.04,0.8
1845,180,1,0.04,0.8
1846,135,1,0.04,0.8
1847,315,1,0.04,0.8
1848,45,1,0.04,0.8
1849,0,1,0.04,0.8
1850,135,1,0.04,0.8
1851,90,1,0.04,0.8
1852,180,1,0.04,0.8
1853,45,1,0.04,0.8
1854,270,1,0.04,0.8
1855,315,1,0.04,0.8
1856,225,1,0.04,0.8
1857,180,1,0.04,0.8
1858,315,1,0.04,0.8
1859,135,1,0.04,0.8
1860,0,1,0.04,0.8
1861,45,1,0.04,0.8
1862,225,1,0.04,0.8
1863,270,1,0.04,0.8
1864,90,1,0.04,0.8
1865,180,1,0.04,0.8
1866,45,1,0.04,0.8
1867,315,1,0.04,0.8
1868,135,1,0.04,0.8
1869,0,1,0.04,0.8
1870,90,1,0.04,0.8
1871,225,1,0.04,0.8
1872,270,1,0.04,0.8
1873,45,1,0.04,0.8
1874,315,1,0.04,0.8
1875,90,1,0.04,0.8
1876,225,1,0.04,0.8
1877,0,1,0.04,0.8
1878,135,1,0.04,0.8
1879,180,1,0.04,0.8
1880,270,1,0.04,0.8
1881,45,1,0.04,0.8
1882,90,1,0.04,0.8
1883,270,1,0.04,0.8
1884,180,1,0.04,0.8
1885,225,1,0.04,0.8
1886,135,1,0.04,0.8
1887,315,1,0.04,0.8
1888,0,1,0.04,0.8
1889,270,1,0.04,0.8
1890,315,1,0.04,0.8
1891,0,1,0.04,0.8
1892,135,1,0.04,0.8
1893,45,1,0.04,0.8
1894,225,1,0.04,0.8
1895,180,1,0.04,0.8
1896,90,1,0.04,0.8
1897,180,1,0.04,0.8
1898,225,1,0.04,0.8
1899,0,1,0.04,0.8
1900,90,1,0.04,0.8
1901,135,1,0.04,0.8
1902,45,1,0.04,0.8
1903,270,1,0.04,0.8
1904,315,1,0.04,0.8
1905,135,1,0.04,0.8
1906,180,1,0.04,0.8
1907,270,1,0.04,0.8
1908,315,1,0.04,0.8
1909,0,1,0.04,0.8
1910,225,1,0.04,0.8
1911,90,1,0.04,0.8
1912,45,1,0.04,0.8
1913,90,1,0.04,0.8
1914,180,1,0.04,0.8
1915,225,1,0.04,0.8
1916,135,1,0.04,0.8
1917,270,1,0.04,0.8
1918,0,1,0.04,0.8
1919,45,1,0.04,0.8
1920,315,1,0.04,0.8
1921,90,1,0.04,0.8
1922,135,1,0.04,0.8
1923,270,1,0.04,0.8
1924,315,1,0.04,0.8
1925,180,1,0.04,0.8
1926,0,1,0.04,0.8
1927,225,1,0.04,0.8
1928,45,1,0.04,0.8
1929,225,1,0.04,0.8
