trialnum,Orientation,TF,SF,Contrast,Phase
872,225,1,0.04,0.8,0
873,135,1,0.04,0.8,0
874,45,1,0.04,0.8,0
875,90,1,0.04,0.8,0
876,180,1,0.04,0.8,0
877,225,1,0.04,0.8,0
878,270,1,0.04,0.8,0
879,315,1,0.04,0.8,0
880,0,1,0.04,0.8,0
881,270,1,0.04,0.8,0
882,315,1,0.04,0.8,0
883,45,1,0.04,0.8,0
884,90,1,0.04,0.8,0
885,0,1,0.04,0.8,0
886,225,1,0.04,0.8,0
887,180,1,0.04,0.8,0
888,135,1,0.04,0.8,0
889,0,1,0.04,0.8,0
890,225,1,0.04,0.8,0
891,180,1,0.04,0.8,0
892,135,1,0.04,0.8,0
893,270,1,0.04,0.8,0
894,90,1,0.04,0.8,0
895,45,1,0.04,0.8,0
896,315,1,0.04,0.8,0
897,135,1,0.04,0.8,0
898,0,1,0.04,0.8,0
899,45,1,0.04,0.8,0
900,90,1,0.04,0.8,0
901,315,1,0.04,0.8,0
902,225,1,0.04,0.8,0
903,180,1,0.04,0.8,0
904,270,1,0.04,0.8,0
905,45,1,0.04,0.8,0
906,135,1,0.04,0.8,0
907,270,1,0.04,0.8,0
908,90,1,0.04,0.8,0
909,0,1,0.04,0.8,0
910,315,1,0.04,0.8,0
911,180,1,0.04,0.8,0
912,225,1,0.04,0.8,0
913,0,1,0.04,0.8,0
914,225,1,0.04,0.8,0
915,180,1,0.04,0.8,0
916,315,1,0.04,0.8,0
917,270,1,0.04,0.8,0
918,45,1,0.04,0.8,0
919,135,1,0.04,0.8,0
920,90,1,0.04,0.8,0
921,270,1,0.04,0.8,0
922,225,1,0.04,0.8,0
923,315,1,0.04,0.8,0
924,0,1,0.04,0.8,0
925,135,1,0.04,0.8,0
926,180,1,0.04,0.8,0
927,45,1,0.04,0.8,0
928,90,1,0.04,0.8,0
929,225,1,0.04,0.8,0
930,0,1,0.04,0.8,0
931,180,1,0.04,0.8,0
932,45,1,0.04,0.8,0
933,315,1,0.04,0.8,0
934,270,1,0.04,0.8,0
935,135,1,0.04,0.8,0
936,90,1,0.04,0.8,0
937,270,1,0.04,0.8,0
938,90,1,0.04,0.8,0
939,225,1,0.04,0.8,0
940,180,1,0.04,0.8,0
941,135,1,0.04,0.8,0
942,0,1,0.04,0.8,0
943,45,1,0.04,0.8,0
944,315,1,0.04,0.8,0
945,270,1,0.04,0.8,0
946,45,1,0.04,0.8,0
947,0,1,0.04,0.8,0
948,180,1,0.04,0.8,0
949,90,1,0.04,0.8,0
950,225,1,0.04,0.8,0
951,135,1,0.04,0.8,0
952,315,1,0.04,0.8,0
953,90,1,0.04,0.8,0
954,225,1,0.04,0.8,0
955,315,1,0.04,0.8,0
956,270,1,0.04,0.8,0
957,0,1,0.04,0.8,0
958,45,1,0.04,0.8,0
959,180,1,0.04,0.8,0
960,135,1,0.04,0.8,0
961,225,1,0.04,0.8,0
962,135,1,0.04,0.8,0
963,180,1,0.04,0.8,0
964,45,1,0.04,0.8,0
965,90,1,0.04,0.8,0
966,0,1,0.04,0.8,0
967,315,1,0.04,0.8,0
968,270,1,0.04,0.8,0
969,45,1,0.04,0.8,0
970,270,1,0.04,0.8,0
971,225,1,0.04,0.8,0
972,180,1,0.04,0.8,0
973,315,1,0.04,0.8,0
974,135,1,0.04,0.8,0
975,90,1,0.04,0.8,0
976,0,1,0.04,0.8,0
977,45,1,0.04,0.8,0
978,0,1,0.04,0.8,0
979,315,1,0.04,0.8,0
980,270,1,0.04,0.8,0
981,225,1,0.04,0.8,0
982,135,1,0.04,0.8,0
983,180,1,0.04,0.8,0
984,90,1,0.04,0.8,0
985,45,1,0.04,0.8,0
986,225,1,0.04,0.8,0
987,270,1,0.04,0.8,0
988,135,1,0.04,0.8,0
989,90,1,0.04,0.8,0
990,0,1,0.04,0.8,0
991,180,1,0.04,0.8,0
992,315,1,0.04,0.8,0
993,45,1,0.04,0.8,0
994,270,1,0.04,0.8,0
995,180,1,0.04,0.8,0
996,0,1,0.04,0.8,0
997,135,1,0.04,0.8,0
998,315,1,0.04,0.8,0
999,90,1,0.04,0.8,0
1000,225,1,0.04,0.8,0
1001,135,1,0.04,0.8,0
1002,90,1,0.04,0.8,0
1003,225,1,0.04,0.8,0
1004,315,1,0.04,0.8,0
1005,45,1,0.04,0.8,0
1006,180,1,0.04,0.8,0
1007,0,1,0.04,0.8,0
1008,270,1,0.04,0.8,0
1009,135,1,0.04,0.8,0
1010,315,1,0.04,0.8,0
1011,225,1,0.04,0.8,0
1012,90,1,0.04,0.8,0
1013,45,1,0.04,0.8,0
1014,0,1,0.04,0.8,0
1015,270,1,0.04,0.8,0
1016,180,1,0.04,0.8,0
1017,180,1,0.04,0.8,0
1018,45,1,0.04,0.8,0
1019,135,1,0.04,0.8,0
1020,270,1,0.04,0.8,0
1021,0,1,0.04,0.8,0
1022,90,1,0.04,0.8,0
1023,315,1,0.04,0.8,0
1024,225,1,0.04,0.8,0
1025,90,1,0.04,0.8,0
1026,315,1,0.04,0.8,0
1027,0,1,0.04,0.8,0
1028,45,1,0.04,0.8,0
1029,225,1,0.04,0.8,0
1030,180,1,0.04,0.8,0
1031,270,1,0.04,0.8,0
1032,135,1,0.04,0.8,0
1033,270,1,0.04,0.8,0
1034,180,1,0.04,0.8,0
1035,135,1,0.04,0.8,0
1036,225,1,0.04,0.8,0
1037,90,1,0.04,0.8,0
1038,45,1,0.04,0.8,0
1039,0,1,0.04,0.8,0
1040,315,1,0.04,0.8,0
1041,45,1,0.04,0.8,0
1042,270,1,0.04,0.8,0
1043,135,1,0.04,0.8,0
1044,90,1,0.04,0.8,0
1045,180,1,0.04,0.8,0
1046,315,1,0.04,0.8,0
1047,0,1,0.04,0.8,0
1048,225,1,0.04,0.8,0
1049,0,1,0.04,0.8,0
1050,315,1,0.04,0.8,0
1051,135,1,0.04,0.8,0
1052,270,1,0.04,0.8,0
1053,45,1,0.04,0.8,0
1054,90,1,0.04,0.8,0
1055,180,1,0.04,0.8,0
1056,225,1,0.04,0.8,0
1057,90,1,0.04,0.8,0
1058,135,1,0.04,0.8,0
1059,45,1,0.04,0.8,0
1060,0,1,0.04,0.8,0
1061,270,1,0.04,0.8,0
1062,315,1,0.04,0.8,0
1063,180,1,0.04,0.8,0
1064,225,1,0.04,0.8,0
1065,315,1,0.04,0.8,0
1066,225,1,0.04,0.8,0
1067,270,1,0.04,0.8,0
1068,90,1,0.04,0.8,0
1069,180,1,0.04,0.8,0
1070,45,1,0.04,0.8,0
1071,0,1,0.04,0.8,0
1072,135,1,0.04,0.8,0
1073,0,1,0.04,0.8,0
1074,135,1,0.04,0.8,0
1075,90,1,0.04,0.8,0
1076,315,1,0.04,0.8,0
1077,270,1,0.04,0.8,0
1078,180,1,0.04,0.8,0
1079,45,1,0.04,0.8,0
1080,225,1,0.04,0.8,0
1081,90,1,0.04,0.8,0
1082,315,1,0.04,0.8,0
1083,225,1,0.04,0.8,0
1084,45,1,0.04,0.8,0
1085,0,1,0.04,0.8,0
1086,135,1,0.04,0.8,0
1087,270,1,0.04,0.8,0
1088,180,1,0.04,0.8,0
1089,180,1,0.04,0.8,0
1090,135,1,0.04,0.8,0
1091,225,1,0.04,0.8,0
1092,90,1,0.04,0.8,0
1093,45,1,0.04,0.8,0
1094,270,1,0.04,0.8,0
1095,315,1,0.04,0.8,0
1096,0,1,0.04,0.8,0
1097,45,1,0.04,0.8,0
1098,225,1,0.04,0.8,0
1099,270,1,0.04,0.8,0
1100,0,1,0.04,0.8,0
1101,315,1,0.04,0.8,0
1102,180,1,0.04,0.8,0
1103,90,1,0.04,0.8,0
1104,135,1,0.04,0.8,0
1105,315,1,0.04,0.8,0
1106,45,1,0.04,0.8,0
1107,270,1,0.04,0.8,0
1108,90,1,0.04,0.8,0
1109,180,1,0.04,0.8,0
1110,225,1,0.04,0.8,0
1111,135,1,0.04,0.8,0
1112,0,1,0.04,0.8,0
1113,225,1,0.04,0.8,0
1114,135,1,0.04,0.8,0
1115,180,1,0.04,0.8,0
1116,315,1,0.04,0.8,0
1117,270,1,0.04,0.8,0
1118,45,1,0.04,0.8,0
1119,0,1,0.04,0.8,0
1120,90,1,0.04,0.8,0
1121,90,1,0.04,0.8,0
1122,45,1,0.04,0.8,0
1123,270,1,0.04,0.8,0
1124,225,1,0.04,0.8,0
1125,315,1,0.04,0.8,0
1126,135,1,0.04,0.8,0
1127,180,1,0.04,0.8,0
1128,0,1,0.04,0.8,0
1129,270,1,0.04,0.8,0
1130,180,1,0.04,0.8,0
1131,0,1,0.04,0.8,0
1132,225,1,0.04,0.8,0
1133,315,1,0.04,0.8,0
1134,45,1,0.04,0.8,0
1135,135,1,0.04,0.8,0
1136,90,1,0.04,0.8,0
1137,225,1,0.04,0.8,0
1138,270,1,0.04,0.8,0
1139,0,1,0.04,0.8,0
1140,135,1,0.04,0.8,0
1141,90,1,0.04,0.8,0
1142,180,1,0.04,0.8,0
1143,315,1,0.04,0.8,0
1144,45,1,0.04,0.8,0
1145,225,1,0.04,0.8,0
1146,135,1,0.04,0.8,0
1147,90,1,0.04,0.8,0
1148,315,1,0.04,0.8,0
1149,45,1,0.04,0.8,0
1150,270,1,0.04,0.8,0
1151,0,1,0.04,0.8,0
1152,180,1,0.04,0.8,0
1153,180,1,0.04,0.8,0
1154,45,1,0.04,0.8,0
1155,315,1,0.04,0.8,0
1156,225,1,0.04,0.8,0
1157,90,1,0.04,0.8,0
1158,0,1,0.04,0.8,0
1159,135,1,0.04,0.8,0
1160,270,1,0.04,0.8,0
1161,0,1,0.04,0.8,0
1162,90,1,0.04,0.8,0
1163,180,1,0.04,0.8,0
1164,225,1,0.04,0.8,0
1165,45,1,0.04,0.8,0
1166,270,1,0.04,0.8,0
1167,135,1,0.04,0.8,0
1168,315,1,0.04,0.8,0
1169,180,1,0.04,0.8,0
1170,315,1,0.04,0.8,0
1171,0,1,0.04,0.8,0
1172,225,1,0.04,0.8,0
1173,270,1,0.04,0.8,0
1174,90,1,0.04,0.8,0
1175,45,1,0.04,0.8,0
1176,135,1,0.04,0.8,0
1177,225,1,0.04,0.8,0
1178,0,1,0.04,0.8,0
1179,270,1,0.04,0.8,0
1180,315,1,0.04,0.8,0
1181,135,1,0.04,0.8,0
1182,90,1,0.04,0.8,0
1183,180,1,0.04,0.8,0
1184,45,1,0.04,0.8,0
1185,225,1,0.04,0.8,0
1186,315,1,0.04,0.8,0
1187,0,1,0.04,0.8,0
1188,135,1,0.04,0.8,0
1189,45,1,0.04,0.8,0
1190,180,1,0.04,0.8,0
1191,270,1,0.04,0.8,0
1192,90,1,0.04,0.8,0
1193,270,1,0.04,0.8,0
1194,45,1,0.04,0.8,0
1195,315,1,0.04,0.8,0
1196,180,1,0.04,0.8,0
1197,135,1,0.04,0.8,0
1198,0,1,0.04,0.8,0
1199,90,1,0.04,0.8,0
1200,225,1,0.04,0.8,0
1201,45,1,0.04,0.8,0
1202,135,1,0.04,0.8,0
1203,315,1,0.04,0.8,0
1204,225,1,0.04,0.8,0
1205,180,1,0.04,0.8,0
1206,270,1,0.04,0.8,0
1207,0,1,0.04,0.8,0
1208,90,1,0.04,0.8,0
1209,90,1,0.04,0.8,0
1210,135,1,0.04,0.8,0
1211,270,1,0.04,0.8,0
1212,315,1,0.04,0.8,0
1213,0,1,0.04,0.8,0
1214,225,1,0.04,0.8,0
1215,45,1,0.04,0.8,0
1216,180,1,0.04,0.8,0
1217,270,1,0.04,0.8,0
1218,0,1,0.04,0.8,0
1219,180,1,0.04,0.8,0
1220,90,1,0.04,0.8,0
1221,45,1,0.04,0.8,0
1222,135,1,0.04,0.8,0
1223,225,1,0.04,0.8,0
1224,315,1,0.04,0.8,0
1225,135,1,0.04,0.8,0
1226,0,1,0.04,0.8,0
1227,180,1,0.04,0.8,0
1228,90,1,0.04,0.8,0
1229,315,1,0.04,0.8,0
1230,225,1,0.04,0.8,0
1231,270,1,0.04,0.8,0
1232,45,1,0.04,0.8,0
1233,180,1,0.04,0.8,0
1234,90,1,0.04,0.8,0
1235,225,1,0.04,0.8,0
1236,135,1,0.04,0.8,0
1237,0,1,0.04,0.8,0
1238,270,1,0.04,0.8,0
1239,315,1,0.04,0.8,0
1240,45,1,0.04,0.8,0
1241,90,1,0.04,0.8,0
1242,225,1,0.04,0.8,0
1243,270,1,0.04,0.8,0
1244,45,1,0.04,0.8,0
1245,180,1,0.04,0.8,0
1246,0,1,0.04,0.8,0
1247,135,1,0.04,0.8,0
1248,315,1,0.04,0.8,0
1249,225,1,0.04,0.8,0
1250,90,1,0.04,0.8,0
1251,135,1,0.04,0.8,0
1252,315,1,0.04,0.8,0
1253,180,1,0.04,0.8,0
1254,0,1,0.04,0.8,0
1255,270,1,0.04,0.8,0
1256,45,1,0.04,0.8,0
1257,90,1,0.04,0.8,0
1258,45,1,0.04,0.8,0
1259,180,1,0.04,0.8,0
1260,135,1,0.04,0.8,0
1261,0,1,0.04,0.8,0
1262,315,1,0.04,0.8,0
1263,270,1,0.04,0.8,0
1264,225,1,0.04,0.8,0
1265,45,1,0.04,0.8,0
1266,0,1,0.04,0.8,0
1267,270,1,0.04,0.8,0
1268,135,1,0.04,0.8,0
1269,90,1,0.04,0.8,0
1270,315,1,0.04,0.8,0
1271,180,1,0.04,0.8,0
1272,225,1,0.04,0.8,0
1273,315,1,0.04,0.8,0
1274,180,1,0.04,0.8,0
1275,270,1,0.04,0.8,0
1276,45,1,0.04,0.8,0
1277,225,1,0.04,0.8,0
1278,90,1,0.04,0.8,0
1279,0,1,0.04,0.8,0
1280,135,1,0.04,0.8,0
1281,135,1,0.04,0.8,0
1282,315,1,0.04,0.8,0
1283,0,1,0.04,0.8,0
1284,90,1,0.04,0.8,0
1285,45,1,0.04,0.8,0
1286,225,1,0.04,0.8,0
1287,270,1,0.04,0.8,0
1288,180,1,0.04,0.8,0
1289,270,1,0.04,0.8,0
1290,180,1,0.04,0.8,0
1291,315,1,0.04,0.8,0
1292,0,1,0.04,0.8,0
1293,225,1,0.04,0.8,0
1294,135,1,0.04,0.8,0
1295,45,1,0.04,0.8,0
1296,90,1,0.04,0.8,0
1297,225,1,0.04,0.8,0
1298,135,1,0.04,0.8,0
1299,0,1,0.04,0.8,0
1300,180,1,0.04,0.8,0
1301,90,1,0.04,0.8,0
1302,45,1,0.04,0.8,0
1303,270,1,0.04,0.8,0
1304,315,1,0.04,0.8,0
1305,135,1,0.04,0.8,0
1306,45,1,0.04,0.8,0
1307,90,1,0.04,0.8,0
1308,315,1,0.04,0.8,0
1309,180,1,0.04,0.8,0
1310,0,1,0.04,0.8,0
1311,225,1,0.04,0.8,0
1312,270,1,0.04,0.8,0
1313,45,1,0.04,0.8,0
1314,180,1,0.04,0.8,0
1315,135,1,0.04,0.8,0
1316,0,1,0.04,0.8,0
1317,270,1,0.04,0.8,0
1318,315,1,0.04,0.8,0
1319,225,1,0.04,0.8,0
1320,90,1,0.04,0.8,0
1321,135,1,0.04,0.8,0
1322,225,1,0.04,0.8,0
1323,315,1,0.04,0.8,0
1324,0,1,0.04,0.8,0
1325,180,1,0.04,0.8,0
1326,90,1,0.04,0.8,0
1327,45,1,0.04,0.8,0
1328,270,1,0.04,0.8,0
1329,90,1,0.04,0.8,0
1330,135,1,0.04,0.8,0
1331,315,1,0.04,0.8,0
1332,270,1,0.04,0.8,0
1333,180,1,0.04,0.8,0
1334,45,1,0.04,0.8,0
1335,225,1,0.04,0.8,0
1336,0,1,0.04,0.8,0
1337,225,1,0.04,0.8,0
1338,0,1,0.04,0.8,0
1339,315,1,0.04,0.8,0
1340,45,1,0.04,0.8,0
1341,270,1,0.04,0.8,0
1342,90,1,0.04,0.8,0
1343,180,1,0.04,0.8,0
1344,135,1,0.04,0.8,0
1345,45,1,0.04,0.8,0
1346,180,1,0.04,0.8,0
1347,135,1,0.04,0.8,0
1348,225,1,0.04,0.8,0
1349,270,1,0.04,0.8,0
1350,0,1,0.04,0.8,0
1351,315,1,0.04,0.8,0
1352,90,1,0.04,0.8,0
1353,45,1,0.04,0.8,0
1354,90,1,0.04,0.8,0
1355,315,1,0.04,0.8,0
1356,135,1,0.04,0.8,0
1357,0,1,0.04,0.8,0
1358,180,1,0.04,0.8,0
1359,270,1,0.04,0.8,0
1360,225,1,0.04,0.8,0
1361,315,1,0.04,0.8,0
1362,90,1,0.04,0.8,0
1363,135,1,0.04,0.8,0
1364,45,1,0.04,0.8,0
1365,180,1,0.04,0.8,0
1366,270,1,0.04,0.8,0
1367,225,1,0.04,0.8,0
1368,0,1,0.04,0.8,0
1369,45,1,0.04,0.8,0
1370,90,1,0.04,0.8,0
1371,0,1,0.04,0.8,0
1372,270,1,0.04,0.8,0
1373,135,1,0.04,0.8,0
1374,180,1,0.04,0.8,0
1375,225,1,0.04,0.8,0
1376,315,1,0.04,0.8,0
1377,315,1,0.04,0.8,0
1378,225,1,0.04,0.8,0
1379,90,1,0.04,0.8,0
1380,135,1,0.04,0.8,0
1381,180,1,0.04,0.8,0
1382,45,1,0.04,0.8,0
1383,0,1,0.04,0.8,0
1384,270,1,0.04,0.8,0
1385,315,1,0.04,0.8,0
1386,90,1,0.04,0.8,0
1387,0,1,0.04,0.8,0
1388,135,1,0.04,0.8,0
1389,180,1,0.04,0.8,0
1390,45,1,0.04,0.8,0
1391,225,1,0.04,0.8,0
1392,270,1,0.04,0.8,0
1393,315,1,0.04,0.8,0
1394,0,1,0.04,0.8,0
1395,135,1,0.04,0.8,0
1396,270,1,0.04,0.8,0
1397,90,1,0.04,0.8,0
1398,180,1,0.04,0.8,0
1399,225,1,0.04,0.8,0
1400,45,1,0.04,0.8,0
1401,270,1,0.04,0.8,0
1402,45,1,0.04,0.8,0
1403,0,1,0.04,0.8,0
1404,315,1,0.04,0.8,0
1405,135,1,0.04,0.8,0
1406,180,1,0.04,0.8,0
1407,225,1,0.04,0.8,0
1408,90,1,0.04,0.8,0
1409,45,1,0.04,0.8,0
1410,315,1,0.04,0.8,0
1411,180,1,0.04,0.8,0
1412,0,1,0.04,0.8,0
1413,90,1,0.04,0.8,0
1414,135,1,0.04,0.8,0
1415,270,1,0.04,0.8,0
1416,225,1,0.04,0.8,0
1417,45,1,0.04,0.8,0
1418,180,1,0.04,0.8,0
1419,0,1,0.04,0.8,0
1420,225,1,0.04,0.8,0
1421,135,1,0.04,0.8,0
1422,90,1,0.04,0.8,0
1423,315,1,0.04,0.8,0
1424,270,1,0.04,0.8,0
1425,225,1,0.04,0.8,0
1426,45,1,0.04,0.8,0
1427,270,1,0.04,0.8,0
1428,90,1,0.04,0.8,0
1429,180,1,0.04,0.8,0
1430,135,1,0.04,0.8,0
1431,0,1,0.04,0.8,0
1432,315,1,0.04,0.8,0
1433,0,1,0.04,0.8,0
1434,90,1,0.04,0.8,0
1435,315,1,0.04,0.8,0
1436,225,1,0.04,0.8,0
1437,180,1,0.04,0.8,0
1438,270,1,0.04,0.8,0
1439,135,1,0.04,0.8,0
1440,45,1,0.04,0.8,0
1441,225,1,0.04,0.8,0
1442,90,1,0.04,0.8,0
1443,135,1,0.04,0.8,0
1444,180,1,0.04,0.8,0
1445,270,1,0.04,0.8,0
1446,45,1,0.04,0.8,0
1447,0,1,0.04,0.8,0
1448,315,1,0.04,0.8,0
1449,135,1,0.04,0.8,0
1450,225,1,0.04,0.8,0
1451,315,1,0.04,0.8,0
1452,270,1,0.04,0.8,0
1453,45,1,0.04,0.8,0
1454,0,1,0.04,0.8,0
1455,90,1,0.04,0.8,0
1456,180,1,0.04,0.8,0
1457,45,1,0.04,0.8,0
1458,315,1,0.04,0.8,0
1459,270,1,0.04,0.8,0
1460,0,1,0.04,0.8,0
1461,90,1,0.04,0.8,0
1462,135,1,0.04,0.8,0
1463,180,1,0.04,0.8,0
1464,225,1,0.04,0.8,0
1465,180,1,0.04,0.8,0
1466,0,1,0.04,0.8,0
1467,315,1,0.04,0.8,0
1468,45,1,0.04,0.8,0
1469,270,1,0.04,0.8,0
1470,90,1,0.04,0.8,0
1471,225,1,0.04,0.8,0
1472,135,1,0.04,0.8,0
1473,90,1,0.04,0.8,0
1474,225,1,0.04,0.8,0
1475,315,1,0.04,0.8,0
1476,45,1,0.04,0.8,0
1477,180,1,0.04,0.8,0
1478,270,1,0.04,0.8,0
1479,0,1,0.04,0.8,0
1480,135,1,0.04,0.8,0
1481,315,1,0.04,0.8,0
1482,135,1,0.04,0.8,0
1483,90,1,0.04,0.8,0
1484,270,1,0.04,0.8,0
1485,0,1,0.04,0.8,0
1486,180,1,0.04,0.8,0
1487,45,1,0.04,0.8,0
1488,225,1,0.04,0.8,0
1489,315,1,0.04,0.8,0
1490,45,1,0.04,0.8,0
1491,270,1,0.04,0.8,0
1492,225,1,0.04,0.8,0
1493,90,1,0.04,0.8,0
1494,180,1,0.04,0.8,0
1495,0,1,0.04,0.8,0
1496,135,1,0.04,0.8,0
1497,45,1,0.04,0.8,0
1498,270,1,0.04,0.8,0
1499,135,1,0.04,0.8,0
1500,0,1,0.04,0.8,0
1501,180,1,0.04,0.8,0
1502,225,1,0.04,0.8,0
1503,90,1,0.04,0.8,0
1504,315,1,0.04,0.8,0
1505,315,1,0.04,0.8,0
1506,225,1,0.04,0.8,0
1507,135,1,0.04,0.8,0
1508,270,1,0.04,0.8,0
1509,45,1,0.04,0.8,0
1510,180,1,0.04,0.8,0
1511,0,1,0.04,0.8,0
1512,90,1,0.04,0.8,0
1513,180,1,0.04,0.8,0
1514,45,1,0.04,0.8,0
1515,135,1,0.04,0.8,0
1516,0,1,0.04,0.8,0
1517,90,1,0.04,0.8,0
1518,225,1,0.04,0.8,0
1519,270,1,0.04,0.8,0
1520,315,1,0.04,0.8,0
1521,225,1,0.04,0.8,0
1522,315,1,0.04,0.8,0
1523,0,1,0.04,0.8,0
1524,180,1,0.04,0.8,0
1525,90,1,0.04,0.8,0
1526,270,1,0.04,0.8,0
1527,45,1,0.04,0.8,0
1528,135,1,0.04,0.8,0
1529,225,1,0.04,0.8,0
1530,0,1,0.04,0.8,0
1531,90,1,0.04,0.8,0
1532,270,1,0.04,0.8,0
1533,315,1,0.04,0.8,0
1534,180,1,0.04,0.8,0
1535,45,1,0.04,0.8,0
1536,135,1,0.04,0.8,0
1537,90,1,0.04,0.8,0
1538,180,1,0.04,0.8,0
1539,225,1,0.04,0.8,0
1540,45,1,0.04,0.8,0
1541,0,1,0.04,0.8,0
1542,135,1,0.04,0.8,0
1543,315,1,0.04,0.8,0
1544,270,1,0.04,0.8,0
1545,45,1,0.04,0.8,0
1546,270,1,0.04,0.8,0
1547,0,1,0.04,0.8,0
1548,225,1,0.04,0.8,0
1549,90,1,0.04,0.8,0
1550,315,1,0.04,0.8,0
1551,180,1,0.04,0.8,0
1552,135,1,0.04,0.8,0
1553,90,1,0.04,0.8,0
1554,225,1,0.04,0.8,0
1555,315,1,0.04,0.8,0
1556,270,1,0.04,0.8,0
1557,0,1,0.04,0.8,0
1558,135,1,0.04,0.8,0
1559,180,1,0.04,0.8,0
1560,45,1,0.04,0.8,0
1561,135,1,0.04,0.8,0
1562,270,1,0.04,0.8,0
1563,315,1,0.04,0.8,0
1564,225,1,0.04,0.8,0
1565,0,1,0.04,0.8,0
1566,45,1,0.04,0.8,0
1567,90,1,0.04,0.8,0
1568,180,1,0.04,0.8,0
1569,0,1,0.04,0.8,0
1570,225,1,0.04,0.8,0
1571,315,1,0.04,0.8,0
1572,270,1,0.04,0.8,0
1573,180,1,0.04,0.8,0
1574,135,1,0.04,0.8,0
1575,90,1,0.04,0.8,0
1576,45,1,0.04,0.8,0
1577,0,1,0.04,0.8,0
1578,270,1,0.04,0.8,0
1579,45,1,0.04,0.8,0
1580,225,1,0.04,0.8,0
1581,315,1,0.04,0.8,0
1582,180,1,0.04,0.8,0
1583,135,1,0.04,0.8,0
1584,90,1,0.04,0.8,0
1585,225,1,0.04,0.8,0
1586,315,1,0.04,0.8,0
1587,270,1,0.04,0.8,0
1588,90,1,0.04,0.8,0
1589,180,1,0.04,0.8,0
1590,135,1,0.04,0.8,0
1591,0,1,0.04,0.8,0
1592,45,1,0.04,0.8,0
1593,315,1,0.04,0.8,0
1594,0,1,0.04,0.8,0
1595,45,1,0.04,0.8,0
1596,90,1,0.04,0.8,0
1597,270,1,0.04,0.8,0
1598,180,1,0.04,0.8,0
1599,135,1,0.04,0.8,0
1600,225,1,0.04,0.8,0
1601,225,1,0.04,0.8,0
1602,45,1,0.04,0.8,0
1603,180,1,0.04,0.8,0
1604,0,1,0.04,0.8,0
1605,270,1,0.04,0.8,0
1606,315,1,0.04,0.8,0
1607,135,1,0.04,0.8,0
1608,90,1,0.04,0.8,0
1609,45,1,0.04,0.8,0
1610,90,1,0.04,0.8,0
1611,135,1,0.04,0.8,0
1612,270,1,0.04,0.8,0
1613,180,1,0.04,0.8,0
1614,225,1,0.04,0.8,0
1615,315,1,0.04,0.8,0
1616,0,1,0.04,0.8,0
1617,135,1,0.04,0.8,0
1618,90,1,0.04,0.8,0
1619,225,1,0.04,0.8,0
1620,0,1,0.04,0.8,0
1621,45,1,0.04,0.8,0
1622,270,1,0.04,0.8,0
1623,315,1,0.04,0.8,0
1624,180,1,0.04,0.8,0
1625,270,1,0.04,0.8,0
1626,0,1,0.04,0.8,0
1627,45,1,0.04,0.8,0
1628,225,1,0.04,0.8,0
1629,90,1,0.04,0.8,0
1630,180,1,0.04,0.8,0
1631,315,1,0.04,0.8,0
1632,135,1,0.04,0.8,0
1633,225,1,0.04,0.8,0
1634,135,1,0.04,0.8,0
1635,45,1,0.04,0.8,0
1636,0,1,0.04,0.8,0
1637,90,1,0.04,0.8,0
1638,270,1,0.04,0.8,0
1639,180,1,0.04,0.8,0
1640,315,1,0.04,0.8,0
1641,135,1,0.04,0.8,0
1642,270,1,0.04,0.8,0
1643,0,1,0.04,0.8,0
1644,45,1,0.04,0.8,0
1645,180,1,0.04,0.8,0
1646,90,1,0.04,0.8,0
1647,225,1,0.04,0.8,0
1648,315,1,0.04,0.8,0
1649,225,1,0.04,0.8,0
1650,135,1,0.04,0.8,0
1651,90,1,0.04,0.8,0
1652,315,1,0.04,0.8,0
1653,180,1,0.04,0.8,0
1654,45,1,0.04,0.8,0
1655,270,1,0.04,0.8,0
1656,0,1,0.04,0.8,0
1657,90,1,0.04,0.8,0
1658,45,1,0.04,0.8,0
1659,135,1,0.04,0.8,0
1660,0,1,0.04,0.8,0
1661,270,1,0.04,0.8,0
1662,315,1,0.04,0.8,0
1663,180,1,0.04,0.8,0
1664,225,1,0.04,0.8,0
1665,225,1,0.04,0.8,0
1666,0,1,0.04,0.8,0
1667,270,1,0.04,0.8,0
1668,135,1,0.04,0.8,0
1669,315,1,0.04,0.8,0
1670,45,1,0.04,0.8,0
1671,90,1,0.04,0.8,0
1672,180,1,0.04,0.8,0
1673,0,1,0.04,0.8,0
1674,315,1,0.04,0.8,0
1675,135,1,0.04,0.8,0
1676,90,1,0.04,0.8,0
1677,45,1,0.04,0.8,0
1678,270,1,0.04,0.8,0
1679,180,1,0.04,0.8,0
1680,225,1,0.04,0.8,0
1681,135,1,0.04,0.8,0
1682,90,1,0.04,0.8,0
1683,180,1,0.04,0.8,0
1684,0,1,0.04,0.8,0
1685,225,1,0.04,0.8,0
1686,315,1,0.04,0.8,0
1687,45,1,0.04,0.8,0
1688,270,1,0.04,0.8,0
1689,270,1,0.04,0.8,0
1690,225,1,0.04,0.8,0
1691,45,1,0.04,0.8,0
1692,0,1,0.04,0.8,0
1693,180,1,0.04,0.8,0
1694,315,1,0.04,0.8,0
1695,90,1,0.04,0.8,0
1696,135,1,0.04,0.8,0
1697,90,1,0.04,0.8,0
1698,270,1,0.04,0.8,0
1699,180,1,0.04,0.8,0
1700,315,1,0.04,0.8,0
