trialnum,trialtype,tex_Stim_Left,tex_Stim_Right,StimLocation,reward
774,N,stimC_25,stimB,182,0
775,G,stimC_25,stimA,162,1
776,G,stimD_25,stimA,163,1
777,G,stimD_25,stimA,169,1
778,N,stimD_25,stimB,155,0
779,G,stimC_25,stimA,195,1
780,N,stimC_25,stimB,195,0
781,N,stimC_25,stimB,183,0
782,N,stimD_25,stimB,170,0
783,N,stimC_25,stimB,200,0
784,G,stimC_25,stimA,183,1
785,N,stimD_25,stimB,208,0
786,N,stimC_25,stimB,204,0
787,G,stimD_25,stimA,171,1
788,G,stimC_25,stimA,183,1
789,G,stimC_25,stimA,171,1
790,G,stimD_25,stimA,187,1
791,N,stimC_25,stimB,198,0
792,N,stimC_25,stimB,195,0
793,G,stimD_25,stimA,157,1
794,G,stimD_25,stimA,200,1
795,N,stimC_25,stimB,151,0
796,G,stimD_25,stimA,175,1
797,N,stimC_25,stimB,194,0
798,G,stimC_25,stimA,197,1
799,G,stimD_25,stimA,172,1
800,N,stimC_25,stimB,195,0
801,N,stimB,stimC_25,204,0
802,G,stimA,stimC_25,164,1
803,N,stimB,stimC_25,157,0
804,N,stimB,stimC_25,163,0
805,G,stimA,stimD_25,171,1
806,G,stimA,stimD_25,167,1
807,N,stimB,stimD_25,206,0
808,G,stimA,stimD_25,153,1
809,G,stimA,stimD_25,186,1
810,N,stimB,stimD_25,159,0
811,N,stimB,stimD_25,201,0
812,G,stimA,stimD_25,160,1
813,N,stimB,stimC_25,180,0
814,N,stimB,stimC_25,210,0
815,G,stimA,stimC_25,171,1
816,G,stimA,stimD_25,152,1
817,N,stimB,stimC_25,163,0
818,N,stimB,stimC_25,174,0
819,G,stimA,stimD_25,170,1
820,G,stimA,stimC_25,164,1
821,G,stimA,stimD_25,207,1
822,G,stimA,stimC_25,191,1
823,G,stimA,stimD_25,208,1
824,N,stimB,stimC_25,176,0
825,N,stimB,stimD_25,207,0
826,G,stimA,stimC_25,150,1
827,N,stimB,stimD_25,187,0
828,N,stimB,stimC_25,198,0
829,G,stimA,stimD_25,164,1
830,N,stimB,stimD_25,206,0
831,G,stimA,stimC_25,196,1
832,N,stimB,stimD_25,200,0
833,N,stimB,stimC_25,184,0
834,G,stimA,stimC_25,198,1
835,N,stimB,stimC_25,170,0
836,N,stimB,stimC_25,163,0
837,G,stimA,stimD_25,169,1
838,N,stimB,stimD_25,185,0
839,G,stimA,stimD_25,200,1
840,G,stimA,stimC_25,167,1
841,N,stimB,stimC_25,174,0
842,G,stimA,stimD_25,202,1
843,N,stimB,stimC_25,187,0
844,G,stimA,stimC_25,210,1
845,N,stimB,stimD_25,162,0
846,G,stimA,stimD_25,200,1
847,G,stimA,stimD_25,191,1
848,G,stimA,stimC_25,165,1
849,N,stimB,stimC_25,179,0
850,N,stimB,stimD_25,174,0
851,N,stimC_25,stimB,186,0
852,G,stimD_25,stimA,198,1
853,G,stimC_25,stimA,156,1
854,G,stimC_25,stimA,200,1
855,N,stimC_25,stimB,201,0
856,N,stimC_25,stimB,171,0
857,N,stimD_25,stimB,176,0
858,G,stimC_25,stimA,184,1
859,N,stimD_25,stimB,192,0
860,G,stimD_25,stimA,195,1
861,N,stimC_25,stimB,196,0
862,N,stimD_25,stimB,173,0
863,N,stimD_25,stimB,176,0
864,G,stimC_25,stimA,208,1
865,N,stimD_25,stimB,184,0
866,N,stimC_25,stimB,201,0
867,G,stimD_25,stimA,166,1
868,G,stimD_25,stimA,187,1
869,G,stimC_25,stimA,185,1
870,G,stimC_25,stimA,208,1
871,N,stimD_25,stimB,155,0
872,G,stimD_25,stimA,180,1
873,N,stimD_25,stimB,181,0
874,G,stimC_25,stimA,155,1
875,G,stimD_25,stimA,205,1
876,N,stimD_25,stimB,203,0
877,N,stimC_25,stimB,176,0
878,G,stimC_25,stimA,197,1
879,N,stimC_25,stimB,159,0
880,G,stimD_25,stimA,187,1
881,N,stimC_25,stimB,165,0
882,N,stimC_25,stimB,177,0
883,G,stimC_25,stimA,201,1
884,G,stimC_25,stimA,161,1
885,G,stimD_25,stimA,168,1
886,N,stimC_25,stimB,179,0
887,N,stimD_25,stimB,170,0
888,G,stimD_25,stimA,198,1
889,G,stimD_25,stimA,210,1
890,N,stimD_25,stimB,159,0
891,N,stimD_25,stimB,164,0
892,N,stimC_25,stimB,192,0
893,G,stimC_25,stimA,172,1
894,N,stimD_25,stimB,209,0
895,N,stimD_25,stimB,209,0
896,G,stimD_25,stimA,189,1
897,N,stimD_25,stimB,202,0
898,G,stimD_25,stimA,174,1
899,G,stimD_25,stimA,188,1
900,G,stimC_25,stimA,210,1
901,N,stimB,stimC_25,184,0
902,N,stimB,stimC_25,206,0
903,G,stimA,stimD_25,193,1
904,G,stimA,stimD_25,179,1
905,G,stimA,stimD_25,188,1
906,G,stimA,stimC_25,204,1
907,N,stimB,stimC_25,162,0
908,G,stimA,stimC_25,174,1
909,N,stimB,stimD_25,210,0
910,N,stimB,stimD_25,174,0
911,N,stimB,stimD_25,190,0
912,G,stimA,stimC_25,204,1
913,G,stimA,stimC_25,210,1
914,G,stimA,stimD_25,189,1
915,G,stimA,stimD_25,156,1
916,G,stimA,stimD_25,152,1
917,N,stimB,stimC_25,187,0
918,N,stimB,stimC_25,184,0
919,N,stimB,stimC_25,208,0
920,N,stimB,stimC_25,195,0
921,G,stimA,stimD_25,190,1
922,G,stimA,stimD_25,181,1
923,N,stimB,stimD_25,165,0
924,N,stimB,stimC_25,208,0
925,G,stimA,stimD_25,182,1
926,N,stimB,stimD_25,151,0
927,N,stimB,stimD_25,192,0
928,N,stimB,stimC_25,181,0
929,G,stimA,stimC_25,153,1
930,G,stimA,stimD_25,204,1
931,N,stimB,stimC_25,170,0
932,N,stimB,stimC_25,164,0
933,G,stimA,stimC_25,156,1
934,G,stimA,stimD_25,168,1
935,G,stimA,stimC_25,163,1
936,N,stimB,stimC_25,189,0
937,N,stimB,stimD_25,154,0
938,G,stimA,stimD_25,166,1
939,N,stimB,stimD_25,167,0
940,G,stimA,stimC_25,203,1
941,N,stimB,stimD_25,177,0
942,N,stimB,stimD_25,196,0
943,G,stimA,stimD_25,186,1
944,G,stimA,stimD_25,197,1
945,G,stimA,stimC_25,156,1
946,G,stimA,stimD_25,209,1
947,N,stimB,stimC_25,201,0
948,G,stimA,stimD_25,153,1
949,N,stimB,stimD_25,178,0
950,N,stimB,stimD_25,169,0
951,G,stimD_25,stimA,188,1
952,N,stimC_25,stimB,164,0
953,G,stimC_25,stimA,185,1
954,N,stimD_25,stimB,186,0
955,N,stimC_25,stimB,186,0
956,G,stimD_25,stimA,177,1
957,G,stimC_25,stimA,152,1
958,N,stimD_25,stimB,181,0
959,N,stimC_25,stimB,174,0
960,G,stimD_25,stimA,156,1
961,G,stimC_25,stimA,178,1
962,N,stimD_25,stimB,177,0
963,G,stimD_25,stimA,183,1
964,N,stimD_25,stimB,199,0
965,G,stimC_25,stimA,192,1
966,G,stimD_25,stimA,203,1
967,N,stimC_25,stimB,153,0
968,G,stimD_25,stimA,163,1
969,N,stimD_25,stimB,178,0
970,N,stimC_25,stimB,208,0
971,N,stimD_25,stimB,198,0
972,G,stimD_25,stimA,177,1
973,G,stimD_25,stimA,170,1
974,G,stimC_25,stimA,153,1
975,G,stimC_25,stimA,195,1
976,N,stimD_25,stimB,180,0
977,N,stimD_25,stimB,162,0
978,G,stimC_25,stimA,176,1
979,N,stimD_25,stimB,160,0
980,N,stimC_25,stimB,195,0
981,N,stimD_25,stimB,172,0
982,G,stimD_25,stimA,207,1
983,G,stimC_25,stimA,151,1
984,N,stimC_25,stimB,200,0
985,G,stimD_25,stimA,188,1
986,N,stimC_25,stimB,182,0
987,N,stimC_25,stimB,189,0
988,N,stimC_25,stimB,194,0
989,G,stimC_25,stimA,155,1
990,G,stimC_25,stimA,203,1
991,G,stimD_25,stimA,150,1
992,N,stimD_25,stimB,167,0
993,G,stimD_25,stimA,160,1
994,N,stimD_25,stimB,206,0
995,N,stimD_25,stimB,154,0
996,G,stimC_25,stimA,185,1
997,G,stimD_25,stimA,188,1
998,N,stimC_25,stimB,189,0
999,N,stimC_25,stimB,202,0
1000,G,stimC_25,stimA,153,1
