trialnum,trialtype,tex_Stim_Left,tex_Stim_Right,StimLocation,reward
774,N,stimD_25,stimC,182,0
775,G,stimD_25,stimB,162,1
776,G,stimD_25,stimB,163,1
777,G,stimD_25,stimB,169,1
778,N,stimD_25,stimC,155,0
779,G,stimA_25,stimB,195,1
780,N,stimA_25,stimC,195,0
781,N,stimD_25,stimC,183,0
782,N,stimA_25,stimC,170,0
783,N,stimD_25,stimC,200,0
784,G,stimA_25,stimB,183,1
785,N,stimA_25,stimC,208,0
786,N,stimA_25,stimC,204,0
787,G,stimD_25,stimB,171,1
788,G,stimD_25,stimB,183,1
789,G,stimD_25,stimB,171,1
790,G,stimD_25,stimB,187,1
791,N,stimA_25,stimC,198,0
792,N,stimD_25,stimC,195,0
793,G,stimD_25,stimB,157,1
794,G,stimA_25,stimB,200,1
795,N,stimD_25,stimC,151,0
796,G,stimD_25,stimB,175,1
797,N,stimA_25,stimC,194,0
798,G,stimA_25,stimB,197,1
799,G,stimA_25,stimB,172,1
800,N,stimA_25,stimC,195,0
801,N,stimC,stimA_25,204,0
802,G,stimB,stimD_25,164,1
803,N,stimC,stimA_25,157,0
804,N,stimC,stimA_25,163,0
805,G,stimB,stimD_25,171,1
806,G,stimB,stimD_25,167,1
807,N,stimC,stimA_25,206,0
808,G,stimB,stimA_25,153,1
809,G,stimB,stimA_25,186,1
810,N,stimC,stimA_25,159,0
811,N,stimC,stimD_25,201,0
812,G,stimB,stimA_25,160,1
813,N,stimC,stimD_25,180,0
814,N,stimC,stimA_25,210,0
815,G,stimB,stimA_25,171,1
816,G,stimB,stimA_25,152,1
817,N,stimC,stimA_25,163,0
818,N,stimC,stimA_25,174,0
819,G,stimB,stimA_25,170,1
820,G,stimB,stimA_25,164,1
821,G,stimB,stimD_25,207,1
822,G,stimB,stimD_25,191,1
823,G,stimB,stimD_25,208,1
824,N,stimC,stimD_25,176,0
825,N,stimC,stimD_25,207,0
826,G,stimB,stimA_25,150,1
827,N,stimC,stimA_25,187,0
828,N,stimC,stimD_25,198,0
829,G,stimB,stimD_25,164,1
830,N,stimC,stimD_25,206,0
831,G,stimB,stimA_25,196,1
832,N,stimC,stimA_25,200,0
833,N,stimC,stimA_25,184,0
834,G,stimB,stimA_25,198,1
835,N,stimC,stimA_25,170,0
836,N,stimC,stimD_25,163,0
837,G,stimB,stimD_25,169,1
838,N,stimC,stimD_25,185,0
839,G,stimB,stimA_25,200,1
840,G,stimB,stimA_25,167,1
841,N,stimC,stimD_25,174,0
842,G,stimB,stimD_25,202,1
843,N,stimC,stimD_25,187,0
844,G,stimB,stimD_25,210,1
845,N,stimC,stimA_25,162,0
846,G,stimB,stimD_25,200,1
847,G,stimB,stimD_25,191,1
848,G,stimB,stimA_25,165,1
849,N,stimC,stimA_25,179,0
850,N,stimC,stimA_25,174,0
851,N,stimA_25,stimC,186,0
852,G,stimA_25,stimB,198,1
853,G,stimD_25,stimB,156,1
854,G,stimA_25,stimB,200,1
855,N,stimA_25,stimC,201,0
856,N,stimA_25,stimC,171,0
857,N,stimA_25,stimC,176,0
858,G,stimA_25,stimB,184,1
859,N,stimA_25,stimC,192,0
860,G,stimD_25,stimB,195,1
861,N,stimA_25,stimC,196,0
862,N,stimD_25,stimC,173,0
863,N,stimD_25,stimC,176,0
864,G,stimD_25,stimB,208,1
865,N,stimD_25,stimC,184,0
866,N,stimA_25,stimC,201,0
867,G,stimA_25,stimB,166,1
868,G,stimD_25,stimB,187,1
869,G,stimA_25,stimB,185,1
870,G,stimD_25,stimB,208,1
871,N,stimA_25,stimC,155,0
872,G,stimD_25,stimB,180,1
873,N,stimA_25,stimC,181,0
874,G,stimA_25,stimB,155,1
875,G,stimD_25,stimB,205,1
876,N,stimD_25,stimC,203,0
877,N,stimA_25,stimC,176,0
878,G,stimD_25,stimB,197,1
879,N,stimD_25,stimC,159,0
880,G,stimA_25,stimB,187,1
881,N,stimD_25,stimC,165,0
882,N,stimD_25,stimC,177,0
883,G,stimD_25,stimB,201,1
884,G,stimA_25,stimB,161,1
885,G,stimA_25,stimB,168,1
886,N,stimA_25,stimC,179,0
887,N,stimA_25,stimC,170,0
888,G,stimD_25,stimB,198,1
889,G,stimD_25,stimB,210,1
890,N,stimA_25,stimC,159,0
891,N,stimD_25,stimC,164,0
892,N,stimA_25,stimC,192,0
893,G,stimD_25,stimB,172,1
894,N,stimA_25,stimC,209,0
895,N,stimA_25,stimC,209,0
896,G,stimD_25,stimB,189,1
897,N,stimD_25,stimC,202,0
898,G,stimD_25,stimB,174,1
899,G,stimD_25,stimB,188,1
900,G,stimD_25,stimB,210,1
901,N,stimC,stimD_25,184,0
902,N,stimC,stimA_25,206,0
903,G,stimB,stimD_25,193,1
904,G,stimB,stimD_25,179,1
905,G,stimB,stimD_25,188,1
906,G,stimB,stimD_25,204,1
907,N,stimC,stimD_25,162,0
908,G,stimB,stimD_25,174,1
909,N,stimC,stimA_25,210,0
910,N,stimC,stimD_25,174,0
911,N,stimC,stimA_25,190,0
912,G,stimB,stimA_25,204,1
913,G,stimB,stimD_25,210,1
914,G,stimB,stimA_25,189,1
915,G,stimB,stimD_25,156,1
916,G,stimB,stimA_25,152,1
917,N,stimC,stimA_25,187,0
918,N,stimC,stimA_25,184,0
919,N,stimC,stimA_25,208,0
920,N,stimC,stimA_25,195,0
921,G,stimB,stimA_25,190,1
922,G,stimB,stimA_25,181,1
923,N,stimC,stimA_25,165,0
924,N,stimC,stimA_25,208,0
925,G,stimB,stimA_25,182,1
926,N,stimC,stimD_25,151,0
927,N,stimC,stimD_25,192,0
928,N,stimC,stimA_25,181,0
929,G,stimB,stimA_25,153,1
930,G,stimB,stimA_25,204,1
931,N,stimC,stimA_25,170,0
932,N,stimC,stimA_25,164,0
933,G,stimB,stimA_25,156,1
934,G,stimB,stimA_25,168,1
935,G,stimB,stimD_25,163,1
936,N,stimC,stimD_25,189,0
937,N,stimC,stimD_25,154,0
938,G,stimB,stimD_25,166,1
939,N,stimC,stimA_25,167,0
940,G,stimB,stimA_25,203,1
941,N,stimC,stimA_25,177,0
942,N,stimC,stimA_25,196,0
943,G,stimB,stimD_25,186,1
944,G,stimB,stimD_25,197,1
945,G,stimB,stimD_25,156,1
946,G,stimB,stimA_25,209,1
947,N,stimC,stimD_25,201,0
948,G,stimB,stimA_25,153,1
949,N,stimC,stimD_25,178,0
950,N,stimC,stimA_25,169,0
951,G,stimA_25,stimB,188,1
952,N,stimA_25,stimC,164,0
953,G,stimD_25,stimB,185,1
954,N,stimD_25,stimC,186,0
955,N,stimD_25,stimC,186,0
956,G,stimD_25,stimB,177,1
957,G,stimA_25,stimB,152,1
958,N,stimD_25,stimC,181,0
959,N,stimA_25,stimC,174,0
960,G,stimD_25,stimB,156,1
961,G,stimA_25,stimB,178,1
962,N,stimA_25,stimC,177,0
963,G,stimA_25,stimB,183,1
964,N,stimA_25,stimC,199,0
965,G,stimA_25,stimB,192,1
966,G,stimA_25,stimB,203,1
967,N,stimD_25,stimC,153,0
968,G,stimD_25,stimB,163,1
969,N,stimA_25,stimC,178,0
970,N,stimA_25,stimC,208,0
971,N,stimA_25,stimC,198,0
972,G,stimD_25,stimB,177,1
973,G,stimD_25,stimB,170,1
974,G,stimA_25,stimB,153,1
975,G,stimD_25,stimB,195,1
976,N,stimA_25,stimC,180,0
977,N,stimA_25,stimC,162,0
978,G,stimA_25,stimB,176,1
979,N,stimD_25,stimC,160,0
980,N,stimA_25,stimC,195,0
981,N,stimD_25,stimC,172,0
982,G,stimD_25,stimB,207,1
983,G,stimD_25,stimB,151,1
984,N,stimD_25,stimC,200,0
985,G,stimA_25,stimB,188,1
986,N,stimD_25,stimC,182,0
987,N,stimD_25,stimC,189,0
988,N,stimA_25,stimC,194,0
989,G,stimA_25,stimB,155,1
990,G,stimA_25,stimB,203,1
991,G,stimA_25,stimB,150,1
992,N,stimD_25,stimC,167,0
993,G,stimD_25,stimB,160,1
994,N,stimD_25,stimC,206,0
995,N,stimD_25,stimC,154,0
996,G,stimD_25,stimB,185,1
997,G,stimD_25,stimB,188,1
998,N,stimD_25,stimC,189,0
999,N,stimD_25,stimC,202,0
1000,G,stimA_25,stimB,153,1
