trialnum,trialtype,tex_Stim_Left,tex_Stim_Right,StimLocation,reward
774,N,stimD_75,stimB,182,0
775,G,stimD_75,stimA,162,1
776,G,stimC_75,stimA,163,1
777,G,stimC_75,stimA,169,1
778,N,stimD_75,stimB,155,0
779,G,stimC_75,stimA,195,1
780,N,stimC_75,stimB,195,0
781,N,stimD_75,stimB,183,0
782,N,stimC_75,stimB,170,0
783,N,stimD_75,stimB,200,0
784,G,stimD_75,stimA,183,1
785,N,stimD_75,stimB,208,0
786,N,stimC_75,stimB,204,0
787,G,stimD_75,stimA,171,1
788,G,stimD_75,stimA,183,1
789,G,stimD_75,stimA,171,1
790,G,stimC_75,stimA,187,1
791,N,stimD_75,stimB,198,0
792,N,stimD_75,stimB,195,0
793,G,stimD_75,stimA,157,1
794,G,stimD_75,stimA,200,1
795,N,stimD_75,stimB,151,0
796,G,stimD_75,stimA,175,1
797,N,stimC_75,stimB,194,0
798,G,stimC_75,stimA,197,1
799,G,stimC_75,stimA,172,1
800,N,stimC_75,stimB,195,0
801,N,stimB,stimC_75,204,0
802,G,stimA,stimD_75,164,1
803,N,stimB,stimC_75,157,0
804,N,stimB,stimD_75,163,0
805,G,stimA,stimD_75,171,1
806,G,stimA,stimC_75,167,1
807,N,stimB,stimD_75,206,0
808,G,stimA,stimD_75,153,1
809,G,stimA,stimD_75,186,1
810,N,stimB,stimD_75,159,0
811,N,stimB,stimD_75,201,0
812,G,stimA,stimD_75,160,1
813,N,stimB,stimC_75,180,0
814,N,stimB,stimC_75,210,0
815,G,stimA,stimD_75,171,1
816,G,stimA,stimC_75,152,1
817,N,stimB,stimC_75,163,0
818,N,stimB,stimD_75,174,0
819,G,stimA,stimD_75,170,1
820,G,stimA,stimC_75,164,1
821,G,stimA,stimC_75,207,1
822,G,stimA,stimD_75,191,1
823,G,stimA,stimC_75,208,1
824,N,stimB,stimD_75,176,0
825,N,stimB,stimD_75,207,0
826,G,stimA,stimC_75,150,1
827,N,stimB,stimC_75,187,0
828,N,stimB,stimC_75,198,0
829,G,stimA,stimC_75,164,1
830,N,stimB,stimC_75,206,0
831,G,stimA,stimC_75,196,1
832,N,stimB,stimD_75,200,0
833,N,stimB,stimD_75,184,0
834,G,stimA,stimC_75,198,1
835,N,stimB,stimD_75,170,0
836,N,stimB,stimC_75,163,0
837,G,stimA,stimD_75,169,1
838,N,stimB,stimD_75,185,0
839,G,stimA,stimD_75,200,1
840,G,stimA,stimC_75,167,1
841,N,stimB,stimD_75,174,0
842,G,stimA,stimD_75,202,1
843,N,stimB,stimC_75,187,0
844,G,stimA,stimD_75,210,1
845,N,stimB,stimC_75,162,0
846,G,stimA,stimC_75,200,1
847,G,stimA,stimC_75,191,1
848,G,stimA,stimD_75,165,1
849,N,stimB,stimC_75,179,0
850,N,stimB,stimC_75,174,0
851,N,stimC_75,stimB,186,0
852,G,stimD_75,stimA,198,1
853,G,stimC_75,stimA,156,1
854,G,stimD_75,stimA,200,1
855,N,stimD_75,stimB,201,0
856,N,stimC_75,stimB,171,0
857,N,stimC_75,stimB,176,0
858,G,stimC_75,stimA,184,1
859,N,stimC_75,stimB,192,0
860,G,stimD_75,stimA,195,1
861,N,stimC_75,stimB,196,0
862,N,stimD_75,stimB,173,0
863,N,stimD_75,stimB,176,0
864,G,stimD_75,stimA,208,1
865,N,stimD_75,stimB,184,0
866,N,stimD_75,stimB,201,0
867,G,stimD_75,stimA,166,1
868,G,stimC_75,stimA,187,1
869,G,stimD_75,stimA,185,1
870,G,stimC_75,stimA,208,1
871,N,stimD_75,stimB,155,0
872,G,stimC_75,stimA,180,1
873,N,stimC_75,stimB,181,0
874,G,stimC_75,stimA,155,1
875,G,stimC_75,stimA,205,1
876,N,stimD_75,stimB,203,0
877,N,stimC_75,stimB,176,0
878,G,stimD_75,stimA,197,1
879,N,stimD_75,stimB,159,0
880,G,stimD_75,stimA,187,1
881,N,stimD_75,stimB,165,0
882,N,stimC_75,stimB,177,0
883,G,stimD_75,stimA,201,1
884,G,stimC_75,stimA,161,1
885,G,stimC_75,stimA,168,1
886,N,stimD_75,stimB,179,0
887,N,stimD_75,stimB,170,0
888,G,stimD_75,stimA,198,1
889,G,stimD_75,stimA,210,1
890,N,stimD_75,stimB,159,0
891,N,stimC_75,stimB,164,0
892,N,stimD_75,stimB,192,0
893,G,stimD_75,stimA,172,1
894,N,stimD_75,stimB,209,0
895,N,stimD_75,stimB,209,0
896,G,stimD_75,stimA,189,1
897,N,stimD_75,stimB,202,0
898,G,stimC_75,stimA,174,1
899,G,stimD_75,stimA,188,1
900,G,stimC_75,stimA,210,1
901,N,stimB,stimD_75,184,0
902,N,stimB,stimD_75,206,0
903,G,stimA,stimC_75,193,1
904,G,stimA,stimC_75,179,1
905,G,stimA,stimD_75,188,1
906,G,stimA,stimD_75,204,1
907,N,stimB,stimC_75,162,0
908,G,stimA,stimD_75,174,1
909,N,stimB,stimD_75,210,0
910,N,stimB,stimD_75,174,0
911,N,stimB,stimD_75,190,0
912,G,stimA,stimD_75,204,1
913,G,stimA,stimC_75,210,1
914,G,stimA,stimC_75,189,1
915,G,stimA,stimC_75,156,1
916,G,stimA,stimD_75,152,1
917,N,stimB,stimD_75,187,0
918,N,stimB,stimD_75,184,0
919,N,stimB,stimD_75,208,0
920,N,stimB,stimC_75,195,0
921,G,stimA,stimD_75,190,1
922,G,stimA,stimD_75,181,1
923,N,stimB,stimC_75,165,0
924,N,stimB,stimD_75,208,0
925,G,stimA,stimC_75,182,1
926,N,stimB,stimC_75,151,0
927,N,stimB,stimC_75,192,0
928,N,stimB,stimC_75,181,0
929,G,stimA,stimC_75,153,1
930,G,stimA,stimC_75,204,1
931,N,stimB,stimC_75,170,0
932,N,stimB,stimD_75,164,0
933,G,stimA,stimD_75,156,1
934,G,stimA,stimD_75,168,1
935,G,stimA,stimD_75,163,1
936,N,stimB,stimC_75,189,0
937,N,stimB,stimC_75,154,0
938,G,stimA,stimD_75,166,1
939,N,stimB,stimD_75,167,0
940,G,stimA,stimD_75,203,1
941,N,stimB,stimD_75,177,0
942,N,stimB,stimC_75,196,0
943,G,stimA,stimD_75,186,1
944,G,stimA,stimC_75,197,1
945,G,stimA,stimD_75,156,1
946,G,stimA,stimC_75,209,1
947,N,stimB,stimD_75,201,0
948,G,stimA,stimC_75,153,1
949,N,stimB,stimC_75,178,0
950,N,stimB,stimD_75,169,0
951,G,stimC_75,stimA,188,1
952,N,stimD_75,stimB,164,0
953,G,stimD_75,stimA,185,1
954,N,stimC_75,stimB,186,0
955,N,stimC_75,stimB,186,0
956,G,stimC_75,stimA,177,1
957,G,stimC_75,stimA,152,1
958,N,stimD_75,stimB,181,0
959,N,stimC_75,stimB,174,0
960,G,stimD_75,stimA,156,1
961,G,stimD_75,stimA,178,1
962,N,stimC_75,stimB,177,0
963,G,stimD_75,stimA,183,1
964,N,stimD_75,stimB,199,0
965,G,stimC_75,stimA,192,1
966,G,stimD_75,stimA,203,1
967,N,stimD_75,stimB,153,0
968,G,stimC_75,stimA,163,1
969,N,stimD_75,stimB,178,0
970,N,stimD_75,stimB,208,0
971,N,stimD_75,stimB,198,0
972,G,stimD_75,stimA,177,1
973,G,stimD_75,stimA,170,1
974,G,stimC_75,stimA,153,1
975,G,stimD_75,stimA,195,1
976,N,stimD_75,stimB,180,0
977,N,stimD_75,stimB,162,0
978,G,stimC_75,stimA,176,1
979,N,stimC_75,stimB,160,0
980,N,stimC_75,stimB,195,0
981,N,stimC_75,stimB,172,0
982,G,stimC_75,stimA,207,1
983,G,stimC_75,stimA,151,1
984,N,stimC_75,stimB,200,0
985,G,stimC_75,stimA,188,1
986,N,stimC_75,stimB,182,0
987,N,stimC_75,stimB,189,0
988,N,stimC_75,stimB,194,0
989,G,stimD_75,stimA,155,1
990,G,stimC_75,stimA,203,1
991,G,stimD_75,stimA,150,1
992,N,stimC_75,stimB,167,0
993,G,stimD_75,stimA,160,1
994,N,stimD_75,stimB,206,0
995,N,stimD_75,stimB,154,0
996,G,stimC_75,stimA,185,1
997,G,stimD_75,stimA,188,1
998,N,stimD_75,stimB,189,0
999,N,stimC_75,stimB,202,0
1000,G,stimD_75,stimA,153,1
