Item1.Item1.Item1.Item1.Item1.Item1.Item1,Item1.Item1.Item1.Item1.Item1.Item1.Item2,Item1.Item1.Item1.Item1.Item1.Item2,Item1.Item1.Item1.Item1.Item2,Item1.Item1.Item1.Item2,Item1.Item1.Item2,Item1.Item2,Item2
162912.451008,2,0.02279286,0,0,1.980111,-0.0362731516361237,0
162912.452032,2,0.0227502,0,0,1.98137,-0.0426657497882843,0
162912.453024,2,0.02270149,0,0,1.980111,-0.0487025827169418,0
162912.454016,2,0.02264721,0,0,1.978852,-0.0542830675840378,0
162912.455008,2,0.02258768,0,0,1.983887,-0.0595301389694214,0
162912.456032,2,0.02252386,0,0,1.98137,-0.063817948102951,0
162912.457024,2,0.02245738,0,0,1.983887,-0.0664815306663513,0
162912.458016,2,0.02238997,0,0,1.98137,-0.067414715886116,0
162912.459008,2,0.02232271,0,0,1.977593,-0.0672545284032822,0
162912.460032,2,0.02225558,0,0,1.98137,-0.0671278685331345,0
162912.461024,2,0.02218845,0,0,1.982628,-0.0671278685331345,0
162912.462016,2,0.02212215,0,0,1.982628,-0.0663045793771744,0
162912.463008,2,0.02205816,0,0,1.983887,-0.0639874488115311,0
162912.464032,2,0.02199798,0,0,1.980111,-0.0601839274168015,0
162912.465024,2,0.02194224,0,0,1.978852,-0.0557396560907364,0
162912.466016,2,0.02189049,0,0,1.980111,-0.0517517328262329,0
162912.466176,2,0.02189049,0,0,1.980111,-0.0517517328262329,0
162912.467008,2,0.02184209,0,0,1.98137,-0.0484008342027664,0
162912.468032,2,0.02179675,0,0,1.978852,-0.04534050822258,0
162912.469024,2,0.02175388,0,0,1.977593,-0.042865052819252,0
162912.470016,2,0.02171232,0,0,1.980111,-0.0415612012147903,0
162912.471008,2,0.02167118,0,0,1.98137,-0.0411365181207657,0
162912.472032,2,0.0216307,0,0,1.983887,-0.0404864549636841,0
162912.473024,2,0.02159191,0,0,1.980111,-0.0387914478778839,0
162912.474016,2,0.02155536,0,0,1.977593,-0.0365469604730606,0
162912.475008,2,0.02152041,0,0,1.980111,-0.034945085644722,0
162912.476032,2,0.02148616,0,0,1.980111,-0.0342503190040588,0
162912.477024,2,0.02145197,0,0,1.977593,-0.0341925770044327,0
162912.478016,2,0.02141714,0,0,1.98137,-0.0348277390003204,0
162912.479008,2,0.02138125,0,0,1.980111,-0.0358913093805313,0
162912.480032,2,0.02134421,0,0,1.978852,-0.0370386987924576,0
162912.481024,2,0.02130617,0,0,1.985146,-0.0380445271730423,0
162912.482016,2,0.02126787,0,0,1.978852,-0.0382941216230392,0
162912.483008,2,0.02123004,0,0,1.980111,-0.0378359109163284,0
162912.484032,2,0.0211929,0,0,1.983887,-0.0371411442756653,0
162912.485024,2,0.0211573,0,0,1.982628,-0.0356007367372513,0
162912.486016,2,0.02112444,0,0,1.978852,-0.0328570604324341,0
162912.487008,2,0.0210947,0,0,1.98137,-0.0297408550977707,0
162912.488032,2,0.02106821,0,0,1.983887,-0.0264868140220642,0
162912.489024,2,0.02104572,0,0,1.980111,-0.0224914401769638,0
162912.490016,2,0.02102801,0,0,1.982628,-0.0177118927240372,0
162912.491008,2,0.02101569,0,0,1.982628,-0.012323260307312,0
162912.492032,2,0.02100941,0,0,1.980111,-0.00627897679805756,0
162912.493024,2,0.02100935,0,0,1.980111,-5.96046447753906E-05,0
162912.494016,2,0.02101492,0,0,1.978852,0.00557675957679749,0
162912.495008,2,0.02102516,0,0,1.980111,0.0102370977401733,0
162912.496032,2,0.02103915,0,0,1.980111,0.013984739780426,0
162912.497024,2,0.02105622,0,0,1.980111,0.0170767307281494,0
162912.498016,2,0.02107588,0,0,1.980111,0.0196602195501328,0
162912.499008,2,0.02109764,0,0,1.980111,0.0217612832784653,0
162912.499488,2,0.02109764,0,0,1.980111,0.0217612832784653,0
162912.500032,2,0.02112095,0,0,1.978852,0.023307278752327,0
162912.501024,2,0.02114518,0,0,1.98137,0.0242255628108978,0
162912.502016,2,0.02117005,0,0,1.98137,0.0248737633228302,0
162912.503008,2,0.02119583,0,0,1.98137,0.0257845968008041,0
162912.504032,2,0.02122309,0,0,1.982628,0.0272542238235474,0
162912.505024,2,0.02125253,0,0,1.98137,0.0294428318738937,0
162912.506016,2,0.02128482,0,0,1.98137,0.0322870910167694,0
162912.507008,2,0.02132034,0,0,1.98137,0.035526230931282,0
162912.508032,2,0.02135946,0,0,1.982628,0.0391192734241486,0
162912.509024,2,0.02140249,0,0,1.978852,0.0430289655923843,0
162912.510016,2,0.02144929,0,0,1.98137,0.046800822019577,0
162912.511008,2,0.02149931,0,0,1.978852,0.0500176101922989,0
162912.512032,2,0.02155181,0,0,1.980111,0.0525005161762238,0
162912.513024,2,0.0216061,0,0,1.98137,0.0542905181646347,0
162912.514016,2,0.02166174,0,0,1.978852,0.0556390732526779,0
162912.515008,2,0.02171821,0,0,1.980111,0.0564698129892349,0
162912.516032,2,0.02177471,0,0,1.978852,0.0564996153116226,0
162912.517024,2,0.0218306,0,0,1.982628,0.0558923929929733,0
162912.518016,2,0.0218856,0,0,1.977593,0.0550001859664917,0
162912.519008,2,0.02193914,0,0,1.978852,0.0535342842340469,0
162912.520032,2,0.02199036,0,0,1.982628,0.0512246042490005,0
162912.521024,2,0.02203912,0,0,1.980111,0.048760324716568,0
162912.522016,2,0.0220858,0,0,1.98137,0.0466760247945786,0
162912.523008,2,0.02213086,0,0,1.982628,0.0450573861598969,0
162912.524032,2,0.02217514,0,0,1.982628,0.0442862510681152,0
162912.525024,2,0.02221986,0,0,1.982628,0.0447146594524384,0
162912.526016,2,0.02226611,0,0,1.98137,0.0462569296360016,0
162912.527008,2,0.02231452,0,0,1.980111,0.0484082847833633,0
162912.528032,2,0.02236522,0,0,1.982628,0.050695613026619,0
162912.529024,2,0.02241842,0,0,1.98137,0.0532064586877823,0
162912.530016,2,0.02247455,0,0,1.98137,0.0561270862817764,0
162912.531008,2,0.02253375,0,0,1.980111,0.0592004507780075,0
162912.532032,2,0.02259575,0,0,1.980111,0.0619944185018539,0
162912.532832,2,0.02259575,0,0,1.980111,0.0619944185018539,0
162912.533024,2,0.02265995,0,0,1.980111,0.0642035156488419,0
162912.534016,2,0.02272571,0,0,1.980111,0.0657550990581512,0
162912.535008,2,0.02279229,0,0,1.978852,0.0665858387947083,0
162912.536032,2,0.02285872,0,0,1.978852,0.0664312392473221,0
162912.537024,2,0.02292377,0,0,1.978852,0.065043568611145,0
162912.538016,2,0.02298608,0,0,1.977593,0.0623110681772232,0
162912.539008,2,0.0230442,0,0,1.978852,0.0581182539463043,0
162912.540032,2,0.02309678,0,0,1.978852,0.0525880604982376,0
162912.541024,2,0.02314313,0,0,1.982628,0.0463426113128662,0
162912.542016,2,0.02318342,0,0,1.980111,0.0402908772230148,0
162912.543008,2,0.02321837,0,0,1.982628,0.0349488109350204,0
162912.544032,2,0.02324885,0,0,1.98137,0.0304859131574631,0
162912.545024,2,0.0232756,0,0,1.978852,0.0267475843429565,0
162912.546016,2,0.02329846,0,0,1.977593,0.0228565186262131,0
162912.547008,2,0.02331634,0,0,1.978852,0.0178888440132141,0
162912.548032,2,0.02332808,0,0,1.978852,0.011734664440155,0
162912.549024,2,0.02333309,0,0,1.982628,0.00501424074172974,0
162912.550016,2,0.02333202,0,0,1.983887,-0.0010710209608078,0
162912.551008,2,0.02332642,0,0,1.980111,-0.00560469925403595,0
162912.552032,2,0.02331752,0,0,1.98137,-0.00889971852302551,0
162912.553024,2,0.02330617,0,0,1.983887,-0.0113509595394135,0
162912.554016,2,0.02329347,0,0,1.980111,-0.0126957893371582,0
162912.555008,2,0.02328004,0,0,1.977593,-0.0134315341711044,0
162912.556032,2,0.02326551,0,0,1.982628,-0.0145323574542999,0
162912.557024,2,0.02324964,0,0,1.980111,-0.0158678740262985,0
162912.558016,2,0.02323254,0,0,1.978852,-0.0171028077602386,0
162912.559008,2,0.02321409,0,0,1.982628,-0.0184495002031326,0
162912.560032,2,0.0231945,0,0,1.98137,-0.0195819884538651,0
162912.561024,2,0.02317431,0,0,1.978852,-0.0201985239982605,0
162912.562016,2,0.02315345,0,0,1.980111,-0.0208541750907898,0
162912.563008,2,0.0231317,0,0,1.982628,-0.0217556953430176,0
162912.564032,2,0.02310945,0,0,1.98137,-0.0222492963075638,0
162912.565024,2,0.02308749,0,0,1.98137,-0.0219531357288361,0
162912.566016,2,0.02306647,0,0,1.98137,-0.0210236757993698,0
162912.566176,2,0.02306647,0,0,1.98137,-0.0210236757993698,0
162912.567008,2,0.02304675,0,0,1.980111,-0.0197160989046097,0
162912.568032,2,0.02302838,0,0,1.980111,-0.0183768570423126,0
162912.569024,2,0.02301074,0,0,1.976334,-0.0176336616277695,0
162912.570016,2,0.02299247,0,0,1.978852,-0.0182781368494034,0
162912.571008,2,0.02297226,0,0,1.982628,-0.0202096998691559,0
162912.572032,2,0.02294997,0,0,1.980111,-0.0222809612751007,0
162912.573024,2,0.02292602,0,0,1.980111,-0.0239592045545578,0
162912.574016,2,0.02290054,0,0,1.98137,-0.0254735350608826,0
162912.575008,2,0.02287382,0,0,1.98137,-0.0267252326011658,0
162912.576032,2,0.02284619,0,0,1.978852,-0.0276248902082443,0
162912.577024,2,0.02281768,0,0,1.98137,-0.0285077840089798,0
162912.578016,2,0.02278831,0,0,1.98137,-0.0293701887130737,0
162912.579008,2,0.02275842,0,0,1.980111,-0.0298973172903061,0
162912.580032,2,0.02272809,0,0,1.978852,-0.0303220003843307,0
162912.581024,2,0.02269683,0,0,1.978852,-0.0312663614749908,0
162912.582016,2,0.02266382,0,0,1.980111,-0.0330116599798203,0
162912.583008,2,0.02262864,0,0,1.98137,-0.0351723283529282,0
162912.584032,2,0.02259176,0,0,1.983887,-0.0368822365999222,0
162912.585024,2,0.02255433,0,0,1.980111,-0.0374317169189453,0
162912.586016,2,0.02251721,0,0,1.980111,-0.0371169298887253,0
162912.587008,2,0.02248059,0,0,1.98137,-0.0366196036338806,0
162912.588032,2,0.02244443,0,0,1.978852,-0.0361651182174683,0
162912.589024,2,0.02240868,0,0,1.982628,-0.0357460230588913,0
162912.590016,2,0.02237363,0,0,1.98137,-0.0350493937730789,0
162912.591008,2,0.02233975,0,0,1.978852,-0.0338852405548096,0
162912.592032,2,0.02230704,0,0,1.98137,-0.0327043235301971,0
162912.593024,2,0.02227522,0,0,1.978852,-0.0318270176649094,0
162912.594016,2,0.02224388,0,0,1.980111,-0.0313334167003632,0
162912.595008,2,0.02221279,0,0,1.982628,-0.0310894101858139,0
162912.596032,2,0.02218245,0,0,1.982628,-0.0303462147712708,0
162912.597024,2,0.02215372,0,0,1.978852,-0.0287294387817383,0
162912.598016,2,0.0221269,0,0,1.98137,-0.0268202275037766,0
162912.599008,2,0.02210184,0,0,1.980111,-0.0250618904829025,0
162912.599488,2,0.02210184,0,0,1.980111,-0.0250618904829025,0
162912.600032,2,0.02207839,0,0,1.980111,-0.0234488397836685,0
162912.601024,2,0.02205662,0,0,1.983887,-0.0217631459236145,0
162912.602016,2,0.02203713,0,0,1.980111,-0.0194963067770004,0
162912.603008,2,0.02202054,0,0,1.98137,-0.0165849924087524,0
162912.604032,2,0.02200704,0,0,1.980111,-0.0135060399770737,0
162912.605024,2,0.02199655,0,0,1.98137,-0.0104829668998718,0
162912.606016,2,0.02198882,0,0,1.977593,-0.0077318400144577,0
162912.607008,2,0.02198317,0,0,1.98137,-0.00565499067306519,0
162912.608032,2,0.02197896,0,0,1.980111,-0.00420771539211273,0
162912.609024,2,0.02197613,0,0,1.982628,-0.00282935798168182,0
162912.610016,2,0.02197513,0,0,1.98137,-0.000996515154838562,0
162912.611008,2,0.0219766,0,0,1.98137,0.00146403908729553,0
162912.612032,2,0.02198089,0,0,1.980111,0.00428780913352966,0
162912.613024,2,0.02198781,0,0,1.978852,0.00691972672939301,0
162912.614016,2,0.02199676,0,0,1.98137,0.00895373523235321,0
162912.615008,2,0.02200739,0,0,1.98137,0.0106282532215118,0
162912.616032,2,0.02201978,0,0,1.980111,0.0123884528875351,0
162912.617024,2,0.022034,0,0,1.98137,0.0142194330692291,0
162912.618016,2,0.02205021,0,0,1.982628,0.0162124633789063,0
162912.619008,2,0.02206898,0,0,1.98137,0.0187717378139496,0
162912.620032,2,0.02209093,0,0,1.98137,0.0219475477933884,0
162912.621024,2,0.02211641,0,0,1.98137,0.0254809856414795,0
162912.622016,2,0.02214584,0,0,1.983887,0.0294353812932968,0
162912.623008,2,0.02218003,0,0,1.98137,0.034186989068985,0
162912.624032,2,0.02221938,0,0,1.977593,0.0393502414226532,0
162912.625024,2,0.02226322,0,0,1.98137,0.0438373535871506,0
162912.626016,2,0.02231069,0,0,1.98137,0.0474750995635986,0
162912.627008,2,0.02236153,0,0,1.980111,0.050833448767662,0
162912.628032,2,0.02241524,0,0,1.977593,0.0537093728780746,0
162912.629024,2,0.02247085,0,0,1.982628,0.0556111335754395,0
162912.630016,2,0.02252776,0,0,1.980111,0.0569112598896027,0
162912.631008,2,0.02258593,0,0,1.98137,0.0581685453653336,0
162912.632032,2,0.0226452,0,0,1.978852,0.0592749565839767,0
162912.632832,2,0.0226452,0,0,1.978852,0.0592749565839767,0
162912.633024,2,0.02270492,0,0,1.978852,0.0597182661294937,0
162912.634016,2,0.02276404,0,0,1.980111,0.0591184943914413,0
162912.635008,2,0.02282149,0,0,1.977593,0.0574514269828796,0
162912.636032,2,0.02287618,0,0,1.980111,0.0546872615814209,0
162912.637024,2,0.0229273,0,0,1.98137,0.0511240214109421,0
162912.638016,2,0.02297454,0,0,1.977593,0.0472404062747955,0
162912.639008,2,0.0230174,0,0,1.980111,0.0428613275289536,0
162912.640032,2,0.02305522,0,0,1.980111,0.0378191471099854,0
162912.641024,2,0.02308761,0,0,1.978852,0.0323895364999771,0
162912.642016,2,0.02311422,0,0,1.980111,0.026606023311615,0
162912.643008,2,0.02313463,0,0,1.978852,0.0204108655452728,0
162912.644032,2,0.02314868,0,0,1.982628,0.0140555202960968,0
162912.645024,2,0.02315656,0,0,1.977593,0.00788085162639618,0
162912.646016,2,0.02315824,0,0,1.980111,0.00168010592460632,0
162912.647008,2,0.02315341,0,0,1.980111,-0.00483915209770203,0
162912.648032,2,0.02314198,0,0,1.980111,-0.0114254653453827,0
162912.649024,2,0.02312413,0,0,1.980111,-0.0178515911102295,0
162912.650016,2,0.02310002,0,0,1.980111,-0.0241082161664963,0
162912.651008,2,0.02307004,0,0,1.982628,-0.029977411031723,0
162912.652032,2,0.02303498,0,0,1.980111,-0.0350605696439743,0
162912.653024,2,0.02299548,0,0,1.978852,-0.0394992530345917,0
162912.654016,2,0.02295164,0,0,1.98137,-0.0438448041677475,0
162912.655008,2,0.02290365,0,0,1.98137,-0.0479910522699356,0
162912.656032,2,0.02285203,0,0,1.978852,-0.0516213476657867,0
162912.657024,2,0.02279705,0,0,1.98137,-0.0549741089344025,0
162912.658016,2,0.022739,0,0,1.98137,-0.058051198720932,0
162912.659008,2,0.02267876,0,0,1.983887,-0.0602416694164276,0
162912.660032,2,0.02261758,0,0,1.978852,-0.06118044257164,0
162912.661024,2,0.0225561,0,0,1.980111,-0.0614766031503677,0
162912.662016,2,0.02249431,0,0,1.98137,-0.061793252825737,0
162912.663008,2,0.02243259,0,0,1.983887,-0.0617150217294693,0
162912.664032,2,0.02237216,0,0,1.98137,-0.0604297965764999,0
162912.665024,2,0.02231424,0,0,1.98137,-0.0579189509153366,0
162912.666016,2,0.02225955,0,0,1.98137,-0.0546965748071671,0
162912.666144,2,0.02225955,0,0,1.98137,-0.0546965748071671,0
162912.667008,2,0.02220852,0,0,1.98137,-0.0510271638631821,0
162912.668032,2,0.02216147,0,0,1.980111,-0.0470560044050217,0
162912.669024,2,0.02211813,0,0,1.977593,-0.0433307141065598,0
162912.670016,2,0.02207766,0,0,1.98137,-0.040469691157341,0
162912.671008,2,0.02203946,0,0,1.98137,-0.0382084399461746,0
162912.672032,2,0.02200347,0,0,1.978852,-0.0359825789928436,0
162912.673024,2,0.02196947,0,0,1.980111,-0.0340081751346588,0
162912.674016,2,0.02193668,0,0,1.977593,-0.0327844172716141,0
162912.675008,2,0.021904,0,0,1.978852,-0.0326801091432571,0
162912.676032,2,0.02187029,0,0,1.980111,-0.0337157398462296,0
162912.677024,2,0.02183479,0,0,1.978852,-0.0354908406734467,0
162912.678016,2,0.02179726,0,0,1.982628,-0.0375304371118546,0
162912.679008,2,0.02175788,0,0,1.978852,-0.0393856316804886,0
162912.680032,2,0.02171691,0,0,1.98137,-0.0409651547670364,0
162912.681024,2,0.02167453,0,0,1.980111,-0.042380765080452,0
162912.682016,2,0.02163089,0,0,1.980111,-0.0436417758464813,0
162912.683008,2,0.02158603,0,0,1.980111,-0.0448599457740784,0
162912.684032,2,0.0215399,0,0,1.980111,-0.0461302697658539,0
162912.685024,2,0.02149266,0,0,1.982628,-0.0472404062747955,0
162912.686016,2,0.02144499,0,0,1.98137,-0.0476744025945663,0
162912.687008,2,0.02139782,0,0,1.98137,-0.0471640378236771,0
162912.688032,2,0.02135184,0,0,1.980111,-0.0459849834442139,0
162912.689024,2,0.02130723,0,0,1.980111,-0.0446047633886337,0
162912.690016,2,0.02126388,0,0,1.980111,-0.0433512032032013,0
162912.691008,2,0.02122177,0,0,1.982628,-0.0421125441789627,0
162912.692032,2,0.02118109,0,0,1.977593,-0.0406801700592041,0
162912.693024,2,0.0211416,0,0,1.980111,-0.0394862145185471,0
162912.694016,2,0.02110277,0,0,1.98137,-0.0388287007808685,0
162912.695008,2,0.02106462,0,0,1.98137,-0.0381488353013992,0
162912.696032,2,0.0210277,0,0,1.98137,-0.0369194895029068,0
162912.697024,2,0.02099241,0,0,1.978852,-0.0352952629327774,0
162912.698016,2,0.02095879,0,0,1.982628,-0.0336170196533203,0
162912.699008,2,0.02092701,0,0,1.980111,-0.0317823141813278,0
162912.699488,2,0.02092701,0,0,1.980111,-0.0317823141813278,0
162912.700032,2,0.0208973,0,0,1.980111,-0.029711052775383,0
162912.701024,2,0.02086947,0,0,1.978852,-0.027831643819809,0
162912.702016,2,0.02084281,0,0,1.978852,-0.0266619026660919,0
162912.703008,2,0.02081645,0,0,1.980111,-0.0263582915067673,0
162912.704032,2,0.02079011,0,0,1.983887,-0.0263359397649765,0
162912.705024,2,0.02076437,0,0,1.978852,-0.0257380306720734,0
162912.706016,2,0.02073976,0,0,1.98137,-0.0246111303567886,0
162912.707008,2,0.02071615,0,0,1.977593,-0.0236146152019501,0
162912.708032,2,0.02069299,0,0,1.98137,-0.023161992430687,0
162912.709024,2,0.02066988,0,0,1.980111,-0.0231079757213593,0
162912.710016,2,0.02064677,0,0,1.980111,-0.0231117010116577,0
162912.711008,2,0.0206236,0,0,1.980111,-0.0231638550758362,0
162912.712032,2,0.02060024,0,0,1.980111,-0.0233650207519531,0
162912.713024,2,0.02057642,0,0,1.978852,-0.0238120555877686,0
162912.714016,2,0.02055174,0,0,1.980111,-0.0246856361627579,0
162912.715008,2,0.02052578,0,0,1.980111,-0.0259559601545334,0
162912.716032,2,0.02049841,0,0,1.980111,-0.0273771584033966,0
162912.717024,2,0.02046978,0,0,1.982628,-0.0286269932985306,0
162912.718016,2,0.02044049,0,0,1.980111,-0.0292882323265076,0
162912.719008,2,0.02041109,0,0,1.980111,-0.0294055789709091,0
162912.720032,2,0.02038186,0,0,1.982628,-0.0292230397462845,0
162912.721024,2,0.02035341,0,0,1.98137,-0.0284481793642044,0
162912.722016,2,0.02032671,0,0,1.982628,-0.0267084687948227,0
162912.723008,2,0.02030284,0,0,1.982628,-0.0238697975873947,0
162912.724032,2,0.02028292,0,0,1.98137,-0.0199154019355774,0
162912.725024,2,0.02026768,0,0,1.980111,-0.0152420252561569,0
162912.726016,2,0.02025734,0,0,1.982628,-0.010339543223381,0
162912.727008,2,0.02025232,0,0,1.982628,-0.00502355396747589,0
162912.728032,2,0.02025329,0,0,1.980111,0.000976026058197021,0
162912.729024,2,0.02026056,0,0,1.98137,0.00727362930774689,0
162912.730016,2,0.02027419,0,0,1.982628,0.0136271119117737,0
162912.731008,2,0.02029462,0,0,1.982628,0.0204313546419144,0
162912.732032,2,0.02032267,0,0,1.982628,0.028049573302269,0
162912.732832,2,0.02032267,0,0,1.982628,0.028049573302269,0
162912.733024,2,0.02035918,0,0,1.982628,0.0365041196346283,0
162912.734016,2,0.02040489,0,0,1.982628,0.0457111746072769,0
162912.735008,2,0.02046016,0,0,1.978852,0.0552739948034286,0
162912.736032,2,0.02052437,0,0,1.978852,0.0642035156488419,0
162912.737024,2,0.02059604,0,0,1.980111,0.0716783106327057,0
162912.738016,2,0.02067393,0,0,1.98137,0.0778902322053909,0
162912.739008,2,0.02075747,0,0,1.98137,0.0835321843624115,0
162912.740032,2,0.02084662,0,0,1.982628,0.0891499221324921,0
162912.741024,2,0.02094165,0,0,1.98137,0.0950340181589127,0
162912.742016,2,0.0210428,0,0,1.98137,0.101147219538689,0
162912.743008,2,0.02115004,0,0,1.98137,0.107243657112122,0
162912.744032,2,0.02126292,0,0,1.977593,0.112880021333694,0
162912.745024,2,0.02138016,0,0,1.978852,0.117242336273193,0
162912.746016,2,0.02150004,0,0,1.980111,0.119877979159355,0
162912.747008,2,0.02162126,0,0,1.980111,0.121213495731354,0
162912.748032,2,0.02174301,0,0,1.980111,0.121753662824631,0
162912.749024,2,0.02186455,0,0,1.978852,0.121543183922768,0
162912.750016,2,0.02198519,0,0,1.982628,0.120634213089943,0
162912.751008,2,0.02210499,0,0,1.983887,0.119801610708237,0
162912.752032,2,0.02222496,0,0,1.98137,0.119976699352264,0
162912.753024,2,0.02234604,0,0,1.98137,0.12107752263546,0
162912.754016,2,0.02246844,0,0,1.980111,0.122400000691414,0
162912.755008,2,0.02259174,0,0,1.978852,0.123299658298492,0
162912.756032,2,0.02271501,0,0,1.980111,0.123269855976105,0
162912.757024,2,0.02283739,0,0,1.98137,0.122373923659325,0
162912.758016,2,0.02295868,0,0,1.982628,0.121299177408218,0
162912.759008,2,0.02307947,0,0,1.982628,0.120783224701881,0
162912.760032,2,0.02320046,0,0,1.980111,0.120988115668297,0
162912.761024,2,0.02332189,0,0,1.98137,0.121437013149261,0
162912.762016,2,0.02344358,0,0,1.980111,0.121690332889557,0
162912.763008,2,0.02356534,0,0,1.982628,0.12175552546978,0
162912.764032,2,0.02368718,0,0,1.980111,0.121844932436943,0
162912.765024,2,0.02380914,0,0,1.98137,0.121952965855598,0
162912.766016,2,0.02393089,0,0,1.978852,0.121757388114929,0
162912.766144,2,0.02393089,0,0,1.978852,0.121757388114929,0
162912.767008,2,0.02405186,0,0,1.98137,0.120963901281357,0
162912.768032,2,0.02417147,0,0,1.980111,0.119609758257866,0
162912.769024,2,0.02428952,0,0,1.982628,0.11804886162281,0
162912.770016,2,0.02440622,0,0,1.98137,0.116705894470215,0
162912.771008,2,0.0245221,0,0,1.982628,0.115880742669106,0
162912.772032,2,0.02463774,0,0,1.98137,0.115633010864258,0
162912.773024,2,0.02475355,0,0,1.98137,0.115811824798584,0
162912.774016,2,0.02486972,0,0,1.98137,0.116175040602684,0
162912.775008,2,0.02498621,0,0,1.980111,0.116487964987755,0
162912.776032,2,0.02510265,0,0,1.980111,0.116437673568726,0
162912.777024,2,0.02521859,0,0,1.982628,0.115940347313881,0
162912.778016,2,0.02533392,0,0,1.980111,0.115334987640381,0
162912.779008,2,0.02544845,0,0,1.978852,0.114524737000465,0
162912.780032,2,0.02556144,0,0,1.98137,0.112995505332947,0
162912.781024,2,0.02567224,0,0,1.980111,0.110799446702003,0
162912.782016,2,0.02578033,0,0,1.978852,0.108089298009872,0
162912.783008,2,0.02588524,0,0,1.983887,0.104904174804688,0
162912.784032,2,0.02598715,0,0,1.98137,0.101909041404724,0
162912.785024,2,0.02608665,0,0,1.980111,0.099504366517067,0
162912.786016,2,0.0261841,0,0,1.983887,0.0974461436271667,0
162912.787008,2,0.02627991,0,0,1.980111,0.0958126038312912,0
162912.788032,2,0.02637438,0,0,1.980111,0.0944659113883972,0
162912.789024,2,0.02646714,0,0,1.980111,0.0927615910768509,0
162912.790016,2,0.02655744,0,0,1.978852,0.0903047621250153,0
162912.791008,2,0.02664439,0,0,1.980111,0.0869482755661011,0
162912.792032,2,0.02672736,0,0,1.982628,0.0829659402370453,0
162912.793024,2,0.02680681,0,0,1.985146,0.0794548541307449,0
162912.794016,2,0.02688434,0,0,1.982628,0.0775326043367386,0
162912.795008,2,0.02696153,0,0,1.98137,0.0771880149841309,0
162912.796032,2,0.02703921,0,0,1.982628,0.0776797533035278,0
162912.797024,2,0.02711784,0,0,1.98137,0.0786278396844864,0
162912.798016,2,0.02719762,0,0,1.980111,0.0797845423221588,0
162912.799008,2,0.02727823,0,0,1.980111,0.0806059688329697,0
162912.799488,2,0.02727823,0,0,1.980111,0.0806059688329697,0
162912.800032,2,0.02735892,0,0,1.980111,0.0806916505098343,0
162912.801024,2,0.02743891,0,0,1.980111,0.0799912959337234,0
162912.802016,2,0.02751747,0,0,1.980111,0.0785533338785172,0
162912.803008,2,0.0275939,0,0,1.980111,0.0764355063438416,0
162912.804032,2,0.02766759,0,0,1.980111,0.0736862421035767,0
162912.805024,2,0.02773795,0,0,1.980111,0.0703595578670502,0
162912.806016,2,0.02780434,0,0,1.978852,0.0663939863443375,0
162912.807008,2,0.02786618,0,0,1.982628,0.0618435442447662,0
162912.808032,2,0.02792326,0,0,1.978852,0.057075172662735,0
162912.809024,2,0.02797579,0,0,1.985146,0.0525303184986115,0
162912.810016,2,0.02802462,0,0,1.98137,0.0488255172967911,0
162912.811008,2,0.02807074,0,0,1.980111,0.046122819185257,0
162912.812032,2,0.02811415,0,0,1.977593,0.0434070825576782,0
162912.813024,2,0.02815369,0,0,1.978852,0.0395439565181732,0
162912.814016,2,0.028188,0,0,1.980111,0.0343099236488342,0
162912.815008,2,0.02821623,0,0,1.980111,0.0282339751720428,0
162912.816032,2,0.02823815,0,0,1.98137,0.0219177454710007,0
162912.817024,2,0.02825364,0,0,1.977593,0.0154916197061539,0
162912.818016,2,0.02826242,0,0,1.982628,0.00877678394317627,0
162912.819008,2,0.02826454,0,0,1.98137,0.00212341547012329,0
162912.820032,2,0.02826082,0,0,1.982628,-0.00372715294361115,0
162912.821024,2,0.02825221,0,0,1.980111,-0.00860355794429779,0
162912.822016,2,0.02823923,0,0,1.980111,-0.0129863619804382,0
162912.823008,2,0.02822181,0,0,1.980111,-0.0174138695001602,0
162912.824032,2,0.02819973,0,0,1.980111,-0.0220835208892822,0
162912.825024,2,0.02817298,0,0,1.982628,-0.0267531722784042,0
162912.826016,2,0.02814209,0,0,1.98137,-0.030888244509697,0
162912.827008,2,0.0281082,0,0,1.985146,-0.033888965845108,0
162912.828032,2,0.02807289,0,0,1.98137,-0.0353045761585236,0
162912.829024,2,0.02803764,0,0,1.982628,-0.0352486968040466,0
162912.830016,2,0.0280033,0,0,1.980111,-0.0343434512615204,0
162912.831008,2,0.02797012,0,0,1.98137,-0.0331774353981018,0
162912.832032,2,0.02793815,0,0,1.98137,-0.0319723039865494,0
162912.8328,2,0.02793815,0,0,1.98137,-0.0319723039865494,0
162912.833024,2,0.02790741,0,0,1.980111,-0.0307410955429077,0
162912.834016,2,0.02787751,0,0,1.977593,-0.0298991799354553,0
162912.835008,2,0.02784736,0,0,1.980111,-0.030146911740303,0
162912.836032,2,0.02781564,0,0,1.977593,-0.0317208468914032,0
162912.837024,2,0.02778102,0,0,1.978852,-0.0346191227436066,0
162912.838016,2,0.02774229,0,0,1.980111,-0.0387392938137054,0
162912.839008,2,0.02769873,0,0,1.980111,-0.0435579568147659,0
162912.840032,2,0.02765013,0,0,1.980111,-0.0485964119434357,0
162912.841024,2,0.02759662,0,0,1.982628,-0.0535063445568085,0
