Item1.Item1.Item1.Item1,Item1.Item1.Item1.Item2,Item1.Item1.Item2,Item1.Item2,Item2
4253877.815008,2,0.0515148,4.570745,-0.000983476638793945
4253877.816032,2,0.05150575,4.577039,-0.00905618071556091
4253877.817024,2,0.05148847,4.577039,-0.0172741711139679
4253877.818016,2,0.05146243,4.579557,-0.0260397791862488
4253877.819008,2,0.05142824,4.578298,-0.0341907143592834
4253877.820032,2,0.05138757,4.580816,-0.0406689941883087
4253877.821024,2,0.05134254,4.577039,-0.0450387597084045
4253877.822016,2,0.05129533,4.574522,-0.0472068786621094
4253877.823008,2,0.05124733,4.57578,-0.0479966402053833
4253877.824032,2,0.05119855,4.577039,-0.0487864017486572
4253877.825024,2,0.05114842,4.577039,-0.0501275062561035
4253877.826016,2,0.05109688,4.57578,-0.0515356659889221
4253877.827008,2,0.05104421,4.57578,-0.052671879529953
4253877.828032,2,0.05099044,4.579557,-0.0537671148777008
4253877.829024,2,0.05093562,4.578298,-0.054825097322464
4253877.830016,2,0.05088054,4.57578,-0.0550784170627594
4253877.831008,2,0.0508264,4.577039,-0.0541433691978455
4253877.831744,2,0.05077374,4.577039,-0.0526532530784607
4253877.832032,2,0.05077374,4.57578,-0.0526532530784607
4253877.833024,2,0.05072255,4.579557,-0.0511929392814636
4253877.834016,2,0.0506729,4.574522,-0.0496506690979004
4253877.835008,2,0.05062519,4.573263,-0.0477135181427002
4253877.836032,2,0.05057923,4.574522,-0.0459514558315277
4253877.837024,2,0.05053369,4.573263,-0.0455453991889954
4253877.838016,2,0.05048674,4.574522,-0.046946108341217
4253877.839008,2,0.05043673,4.579557,-0.0500120222568512
4253877.840032,2,0.05038266,4.57578,-0.0540688633918762
4253877.841024,2,0.05032483,4.578298,-0.0578351318836212
4253877.842016,2,0.05026416,4.572004,-0.0606700778007507
4253877.843008,2,0.0502011,4.573263,-0.0630617141723633
4253877.844032,2,0.05013487,4.578298,-0.0662282109260559
4253877.845024,2,0.05006411,4.57578,-0.0707544386386871
4253877.846016,2,0.04998846,4.574522,-0.075656920671463
4253877.847008,2,0.04990822,4.573263,-0.0802353024482727
4253877.848032,2,0.04982306,4.572004,-0.0851564109325409
4253877.849024,2,0.04973172,4.574522,-0.0913403928279877
4253877.850016,2,0.04963249,4.57578,-0.0992342829704285
4253877.851008,2,0.04952414,4.578298,-0.108350068330765
4253877.852032,2,0.04940665,4.57578,-0.117488205432892
4253877.853024,2,0.04928102,4.579557,-0.125635415315628
4253877.854016,2,0.04914861,4.577039,-0.132404267787933
4253877.855008,2,0.04901107,4.577039,-0.137537717819214
4253877.856032,2,0.04887004,4.577039,-0.141032040119171
4253877.857024,2,0.04872673,4.583333,-0.143315643072128
4253877.858016,2,0.0485826,4.578298,-0.144127756357193
4253877.859008,2,0.04844021,4.577039,-0.142384320497513
4253877.860032,2,0.04830218,4.577039,-0.138036906719208
4253877.861024,2,0.0481698,4.578298,-0.132378190755844
4253877.862016,2,0.04804364,4.578298,-0.126156955957413
4253877.863008,2,0.04792444,4.577039,-0.119205564260483
4253877.864032,2,0.04781306,4.572004,-0.111378729343414
4253877.865024,2,0.04770966,4.578298,-0.103402882814407
4253877.865088,2,0.04761327,4.578298,-0.0963844358921051
4253877.866016,2,0.04761327,4.578298,-0.0963844358921051
4253877.867008,2,0.0475232,4.57578,-0.0900663435459137
4253877.868032,2,0.04743978,4.574522,-0.0834204256534576
4253877.869024,2,0.04736308,4.57578,-0.0767074525356293
4253877.870016,2,0.04729226,4.574522,-0.0708140432834625
4253877.871008,2,0.04722625,4.573263,-0.0660121440887451
4253877.872032,2,0.04716379,4.574522,-0.0624582171440125
4253877.873024,2,0.04710329,4.57578,-0.0605024397373199
4253877.874016,2,0.04704327,4.574522,-0.0600218772888184
4253877.875008,2,0.04698279,4.577039,-0.0604800879955292
4253877.876032,2,0.04692131,4.57578,-0.0614821910858154
4253877.877024,2,0.04685866,4.573263,-0.0626444816589355
4253877.878016,2,0.04679469,4.57578,-0.0639669597148895
4253877.879008,2,0.04672874,4.573263,-0.0659562647342682
4253877.880032,2,0.04665985,4.574522,-0.0688880681991577
4253877.881024,2,0.04658705,4.573263,-0.0727958977222443
4253877.882016,2,0.04650925,4.579557,-0.0778064131736755
4253877.883008,2,0.04642575,4.578298,-0.0834949314594269
4253877.884032,2,0.04633726,4.578298,-0.0884942710399628
4253877.885024,2,0.04624562,4.578298,-0.0916384160518646
4253877.886016,2,0.04615279,4.578298,-0.0928305089473724
4253877.887008,2,0.04606047,4.574522,-0.0923164188861847
4253877.888032,2,0.04596993,4.579557,-0.0905394554138184
4253877.889024,2,0.04588179,4.582075,-0.0881403684616089
4253877.890016,2,0.04579718,4.577039,-0.0846162438392639
4253877.891008,2,0.04571831,4.577039,-0.0788643956184387
4253877.892032,2,0.04564704,4.578298,-0.0712685286998749
4253877.893024,2,0.04558408,4.578298,-0.0629685819149017
4253877.894016,2,0.04552995,4.580816,-0.0541284680366516
4253877.895008,2,0.04548567,4.577039,-0.0442788004875183
4253877.896032,2,0.04545259,4.57578,-0.0330768525600433
4253877.897024,2,0.04543151,4.579557,-0.0210851430892944
4253877.898016,2,0.04542236,4.577039,-0.00914931297302246
4253877.898432,2,0.04542516,4.577039,0.00280514359474182
4253877.899008,2,0.04542516,4.57578,0.00280514359474182
4253877.900032,2,0.04544002,4.57578,0.0148601830005646
4253877.901024,2,0.04546633,4.57578,0.0263117253780365
4253877.902016,2,0.04550298,4.573263,0.0366456806659698
4253877.903008,2,0.04554855,4.573263,0.0455714762210846
4253877.904032,2,0.04560107,4.573263,0.0525228679180145
4253877.905024,2,0.04565804,4.578298,0.0569671392440796
4253877.906016,2,0.04571733,4.57578,0.0592879951000214
4253877.907008,2,0.04577805,4.577039,0.0607185065746307
4253877.908032,2,0.04584012,4.57578,0.0620707869529724
4253877.909024,2,0.04590347,4.574522,0.0633522868156433
4253877.910016,2,0.0459677,4.570745,0.0642277300357819
4253877.911008,2,0.04603155,4.574522,0.0638552010059357
4253877.912032,2,0.04609279,4.574522,0.0612400472164154
4253877.913024,2,0.04614923,4.574522,0.056438148021698
4253877.914016,2,0.0461995,4.577039,0.0502653419971466
4253877.915008,2,0.04624289,4.572004,0.0433884561061859
4253877.916032,2,0.04627896,4.574522,0.0360794365406036
4253877.917024,2,0.04630693,4.573263,0.0279694795608521
4253877.918016,2,0.04632551,4.57578,0.0185742974281311
4253877.919008,2,0.04633365,4.580816,0.00813975930213928
4253877.920032,2,0.04633138,4.580816,-0.00226497650146484
4253877.921024,2,0.04632062,4.57578,-0.0107623636722565
4253877.922016,2,0.04630423,4.583333,-0.0163912773132324
4253877.923008,2,0.04628468,4.578298,-0.0195465981960297
4253877.924032,2,0.04626449,4.578298,-0.0201910734176636
4253877.925024,2,0.0462462,4.577039,-0.0182874500751495
4253877.926016,2,0.04623143,4.577039,-0.0147782266139984
4253877.927008,2,0.04622087,4.574522,-0.0105537474155426
4253877.928032,2,0.04621465,4.577039,-0.0062212347984314
4253877.929024,2,0.04621231,4.578298,-0.00233948230743408
4253877.930016,2,0.04621353,4.57578,0.00122189521789551
4253877.931008,2,0.04621856,4.574522,0.00502169132232666
4253877.931744,2,0.04622736,4.574522,0.0088028609752655
4253877.932032,2,0.04622736,4.578298,0.0088028609752655
4253877.933024,2,0.04623939,4.574522,0.012032687664032
4253877.934016,2,0.04625423,4.577039,0.0148341059684753
4253877.935008,2,0.04627157,4.573263,0.0173449516296387
4253877.936032,2,0.04629082,4.580816,0.0192523002624512
4253877.937024,2,0.04631142,4.579557,0.0205971300601959
4253877.938016,2,0.04633391,4.577039,0.022493302822113
4253877.939008,2,0.0463599,4.577039,0.0259876251220703
4253877.940032,2,0.04639052,4.574522,0.0306218862533569
4253877.941024,2,0.04642585,4.573263,0.0353269279003143
4253877.942016,2,0.04646496,4.573263,0.0391080975532532
4253877.943008,2,0.04650599,4.574522,0.0410303473472595
4253877.944032,2,0.04654679,4.578298,0.0408031046390533
4253877.945024,2,0.0465859,4.578298,0.0391118228435516
4253877.946016,2,0.04662327,4.573263,0.0373721122741699
4253877.947008,2,0.04665952,4.573263,0.036243349313736
4253877.948032,2,0.04669422,4.573263,0.0347048044204712
4253877.949024,2,0.04672571,4.578298,0.0314861536026001
4253877.950016,2,0.04675242,4.579557,0.0267140567302704
4253877.951008,2,0.04677435,4.579557,0.0219233334064484
4253877.952032,2,0.04679311,4.577039,0.0187605619430542
4253877.953024,2,0.04681076,4.579557,0.0176578760147095
4253877.954016,2,0.0468289,4.57578,0.0181347131729126
4253877.955008,2,0.04684866,4.57578,0.019758939743042
4253877.956032,2,0.04687055,4.579557,0.0218898057937622
4253877.957024,2,0.0468946,4.574522,0.0240541994571686
4253877.958016,2,0.04692106,4.578298,0.0264570116996765
4253877.959008,2,0.04695014,4.572004,0.0290796160697937
4253877.960032,2,0.04698148,4.574522,0.0313408672809601
4253877.961024,2,0.04701389,4.57578,0.0324063003063202
4253877.962016,2,0.04704569,4.578298,0.0318065285682678
4253877.963008,2,0.04707601,4.573263,0.0303126871585846
4253877.964032,2,0.04710476,4.57578,0.028759241104126
4253877.965024,2,0.04713159,4.574522,0.0268220901489258
4253877.965088,2,0.04715557,4.574522,0.0239871442317963
4253877.966016,2,0.04715557,4.574522,0.0239871442317963
4253877.967008,2,0.0471758,4.574522,0.0202283263206482
4253877.968032,2,0.04719131,4.578298,0.0155046582221985
4253877.969024,2,0.04720142,4.574522,0.0101178884506226
4253877.970016,2,0.0472062,4.574522,0.00477582216262817
4253877.971008,2,0.0472057,4.572004,-0.000499188899993896
4253877.972032,2,0.04719913,4.57578,-0.00657141208648682
4253877.973024,2,0.04718511,4.57578,-0.0140219926834106
4253877.974016,2,0.04716271,4.573263,-0.0224001705646515
4253877.975008,2,0.04713164,4.573263,-0.0310689210891724
4253877.976032,2,0.04709132,4.574522,-0.0403150916099548
4253877.977024,2,0.04704072,4.574522,-0.0506043434143066
4253877.978016,2,0.04697899,4.574522,-0.0617317855358124
4253877.979008,2,0.04690572,4.578298,-0.0732652842998505
4253877.980032,2,0.04682101,4.578298,-0.0847131013870239
4253877.981024,2,0.04672594,4.578298,-0.0950731337070465
4253877.982016,2,0.04662253,4.579557,-0.103402882814407
4253877.983008,2,0.04651314,4.577039,-0.109393149614334
4253877.984032,2,0.04640005,4.57578,-0.113092362880707
4253877.985024,2,0.04628498,4.57578,-0.115066766738892
4253877.986016,2,0.04616866,4.57578,-0.116318464279175
4253877.987008,2,0.04605125,4.580816,-0.117413699626923
4253877.988032,2,0.0459332,4.577039,-0.118046998977661
4253877.989024,2,0.04581594,4.579557,-0.117257237434387
4253877.990016,2,0.04570134,4.57578,-0.114604830741882
4253877.991008,2,0.0455909,4.578298,-0.110436230897903
4253877.992032,2,0.04548559,4.578298,-0.105313956737518
4253877.993024,2,0.04538618,4.580816,-0.0994093716144562
4253877.994016,2,0.04529392,4.579557,-0.0922642648220062
4253877.995008,2,0.04521071,4.577039,-0.0832080841064453
4253877.996032,2,0.04513841,4.57578,-0.0722967088222504
4253877.997024,2,0.04507785,4.577039,-0.0605657696723938
4253877.998016,2,0.04502878,4.57578,-0.0490695238113403
4253877.9984,2,0.04499063,4.57578,-0.0381506979465485
4253877.999008,2,0.04499063,4.573263,-0.0381506979465485
4253878.000032,2,0.0449625,4.574522,-0.0281259417533875
4253878.001024,2,0.04494279,4.569487,-0.019710510969162
4253878.002016,2,0.04492912,4.570745,-0.0136718153953552
4253878.003008,2,0.04491816,4.573263,-0.010952353477478
4253878.004032,2,0.04490621,4.572004,-0.0119581818580627
4253878.005024,2,0.04489022,4.569487,-0.0159852206707001
4253878.006016,2,0.04486763,4.570745,-0.0225864350795746
4253878.007008,2,0.04483543,4.568228,-0.0322051346302032
4253878.008032,2,0.04479018,4.570745,-0.0452511012554169
4253878.009024,2,0.04472843,4.573263,-0.0617504119873047
4253878.010016,2,0.04464734,4.570745,-0.0810921192169189
4253878.011008,2,0.0445452,4.572004,-0.10213628411293
4253878.012032,2,0.04442082,4.568228,-0.124379992485046
4253878.013024,2,0.04427272,4.572004,-0.148095190525055
4253878.014016,2,0.04409908,4.570745,-0.173643231391907
4253878.015008,2,0.04389825,4.569487,-0.200830399990082
4253878.016032,2,0.04366904,4.574522,-0.229213386774063
4253878.017024,2,0.04341051,4.570745,-0.258523970842361
4253878.018016,2,0.04312246,4.573263,-0.288050621747971
4253878.019008,2,0.04280521,4.578298,-0.317256897687912
4253878.020032,2,0.04245969,4.577039,-0.345516949892044
4253878.021024,2,0.04208839,4.574522,-0.371295958757401
4253878.022016,2,0.0416947,4.572004,-0.393696129322052
4253878.023008,2,0.04128104,4.572004,-0.413652509450912
4253878.024032,2,0.04084837,4.572004,-0.432673841714859
4253878.025024,2,0.04039675,4.574522,-0.451624393463135
4253878.026016,2,0.03992632,4.577039,-0.470429658889771
4253878.027008,2,0.03943815,4.573263,-0.488162040710449
4253878.028032,2,0.03893431,4.572004,-0.503845512866974
4253878.029024,2,0.03841653,4.572004,-0.51778182387352
4253878.030016,2,0.03788541,4.573263,-0.531114637851715
4253878.031008,2,0.03734104,4.572004,-0.544369220733643
4253878.031744,2,0.03678367,4.572004,-0.557374209165573
4253878.032032,2,0.03678367,4.570745,-0.557374209165573
4253878.033024,2,0.03621347,4.569487,-0.570204108953476
4253878.034016,2,0.03563002,4.572004,-0.583440065383911
4253878.035008,2,0.03503247,4.572004,-0.597551465034485
4253878.036032,2,0.0344203,4.568228,-0.612169504165649
4253878.037024,2,0.03379333,4.570745,-0.626977533102036
4253878.038016,2,0.03315089,4.569487,-0.642433762550354
4253878.039008,2,0.03249205,4.572004,-0.658847391605377
4253878.040032,2,0.0318162,4.57578,-0.675849616527557
4253878.041024,2,0.03112374,4.568228,-0.692456960678101
4253878.042016,2,0.030416,4.574522,-0.70774182677269
4253878.043008,2,0.02969406,4.570745,-0.721940770745277
4253878.044032,2,0.02895867,4.570745,-0.735385343432426
4253878.045024,2,0.02821062,4.569487,-0.748051330447197
4253878.046016,2,0.02745015,4.568228,-0.760471448302269
4253878.047008,2,0.02667681,4.572004,-0.773342326283455
4253878.048032,2,0.02588992,4.570745,-0.786889344453812
4253878.049024,2,0.02508937,4.569487,-0.800548121333122
4253878.050016,2,0.02427557,4.573263,-0.813798978924751
4253878.051008,2,0.02344897,4.572004,-0.826595351099968
4253878.052032,2,0.02261052,4.582075,-0.838452950119972
4253878.053024,2,0.02176256,4.574522,-0.847959890961647
4253878.054016,2,0.0209093,4.573263,-0.853259116411209
4253878.055008,2,0.02005514,4.574522,-0.854164361953735
4253878.056032,2,0.01920289,4.577039,-0.852249562740326
4253878.057024,2,0.01835477,4.577039,-0.848120078444481
4253878.058016,2,0.01751374,4.573263,-0.841028988361359
4253878.059008,2,0.016683,4.572004,-0.830737873911858
4253878.060032,2,0.01586467,4.573263,-0.818328931927681
4253878.061024,2,0.01505953,4.574522,-0.805146060883999
4253878.062016,2,0.01426807,4.573263,-0.791453756392002
4253878.063008,2,0.01349122,4.569487,-0.776850618422031
4253878.064032,2,0.0127296,4.574522,-0.761622563004494
4253878.065024,2,0.01198303,4.577039,-0.746573321521282
4253878.065088,2,0.01125177,4.577039,-0.731260515749454
4253878.066016,2,0.01125177,4.570745,-0.731260515749454
4253878.067008,2,0.01053715,4.569487,-0.714619643986225
4253878.068032,2,0.009839738,4.568228,-0.697407871484756
4253878.069024,2,0.009158215,4.573263,-0.68152230232954
4253878.070016,2,0.00849058,4.574522,-0.667635351419449
4253878.071008,2,0.007835952,4.572004,-0.654628500342369
4253878.072032,2,0.007194818,4.574522,-0.641133636236191
4253878.073024,2,0.006567951,4.573263,-0.626867171376944
4253878.074016,2,0.005956061,4.573263,-0.611890107393265
4253878.075008,2,0.005359906,4.569487,-0.596154946833849
4253878.076032,2,0.004779744,4.570745,-0.580161809921265
4253878.077024,2,0.004214822,4.572004,-0.564921647310257
4253878.078016,2,0.003663889,4.570745,-0.550933415070176
4253878.079008,2,0.00312599,4.572004,-0.537899322807789
4253878.080032,2,0.002600449,4.573263,-0.525540439411998
4253878.081024,2,0.002086852,4.572004,-0.513596693053842
4253878.082016,2,0.001585242,4.572004,-0.501609989441931
4253878.083008,2,0.001095761,4.573263,-0.48948114272207
4253878.084032,2,0.0006184244,4.573263,-0.477336929179728
4253878.085024,2,0.0001534551,4.579557,-0.464969329186715
4253878.086016,2,-0.0002980806,4.57578,-0.451535699539818
4253878.087008,2,-0.0007337956,4.573263,-0.435714930063114
4253878.088032,2,-0.001151062,4.574522,-0.41726662311703
4253878.089024,2,-0.00154845,4.573263,-0.397387309931219
4253878.090016,2,-0.001925424,4.577039,-0.376974232494831
4253878.091008,2,-0.002281417,4.573263,-0.355993630364537
4253878.092032,2,-0.002615508,4.572004,-0.334091018885374
4253878.093024,2,-0.002927101,4.578298,-0.311592360958457
4253878.094016,2,-0.003216121,4.57578,-0.289020594209433
4253878.095008,2,-0.003481788,4.573263,-0.265666749328375
4253878.096032,2,-0.003722775,4.573263,-0.240986468270421
4253878.097024,2,-0.003938665,4.572004,-0.215890118852258
4253878.098016,2,-0.004130107,4.573263,-0.191442668437958
4253878.0984,2,-0.004298194,4.573263,-0.168086495250463
4253878.099008,2,-0.004298194,4.570745,-0.168086495250463
4253878.100032,2,-0.004444209,4.570745,-0.146015081554651
4253878.101024,2,-0.004569831,4.574522,-0.125621911138296
4253878.102016,2,-0.004676882,4.57578,-0.107050873339176
4253878.103008,2,-0.004766227,4.570745,-0.089345034211874
4253878.104032,2,-0.004837844,4.569487,-0.0716173090040684
4253878.105024,2,-0.004892518,4.570745,-0.054673757404089
4253878.106016,2,-0.004932429,4.569487,-0.039911363273859
4253878.107008,2,-0.004960182,4.572004,-0.0277524814009666
4253878.108032,2,-0.004978113,4.572004,-0.0179316848516464
4253878.109024,2,-0.004987983,4.569487,-0.00986969098448753
4253878.110016,2,-0.004991119,4.570745,-0.00313576310873032
4253878.111008,2,-0.004989094,4.572004,0.00202469527721405
4253878.112032,2,-0.004983602,4.573263,0.00549247488379478
4253878.113024,2,-0.004975676,4.572004,0.00792555510997772
4253878.114016,2,-0.004965634,4.570745,0.0100424513220787
4253878.115008,2,-0.004953773,4.569487,0.0118603929877281
4253878.116032,2,-0.00494103,4.574522,0.0127432867884636
4253878.117024,2,-0.004928599,4.573263,0.0124312937259674
4253878.118016,2,-0.004916828,4.573263,0.011770986020565
4253878.119008,2,-0.00490517,4.572004,0.0116578303277493
4253878.120032,2,-0.004893119,4.579557,0.012050848454237
4253878.121024,2,-0.00487999,4.574522,0.0131293199956417
4253878.122016,2,-0.004863956,4.573263,0.0160341151058674
4253878.123008,2,-0.004842897,4.573263,0.0210586003959179
4253878.124032,2,-0.004815841,4.570745,0.0270563177764416
4253878.125024,2,-0.004782878,4.570745,0.0329622998833656
4253878.126016,2,-0.004744874,4.574522,0.0380044803023338
4253878.127008,2,-0.004702969,4.573263,0.0419053249061108
4253878.128032,2,-0.004657583,4.572004,0.0453856773674488
4253878.129024,2,-0.004608575,4.572004,0.0490080565214157
4253878.130016,2,-0.004556152,4.574522,0.0524227507412434
4253878.131008,2,-0.004500735,4.572004,0.0554169528186321
4253878.131744,2,-0.0044424,4.572004,0.0583352521061897
4253878.132032,2,-0.0044424,4.572004,0.0583352521061897
4253878.133024,2,-0.004381227,4.569487,0.0611725263297558
4253878.134016,2,-0.004317956,4.569487,0.0632717274129391
4253878.135008,2,-0.004254146,4.569487,0.0638100318610668
4253878.136032,2,-0.004191902,4.570745,0.0622440129518509
4253878.137024,2,-0.004133282,4.570745,0.0586197711527348
4253878.138016,2,-0.004079863,4.569487,0.0534183345735073
4253878.139008,2,-0.004032881,4.572004,0.0469828955829144
4253878.140032,2,-0.003993462,4.572004,0.0394186936318874
4253878.141024,2,-0.00396231,4.569487,0.0311513431370258
4253878.142016,2,-0.003939732,4.570745,0.022578053176403
4253878.143008,2,-0.003926313,4.574522,0.0134189613163471
4253878.144032,2,-0.003922575,4.572004,0.00373879447579384
4253878.145024,2,-0.003928103,4.574522,-0.00552879646420479
4253878.146016,2,-0.00394184,4.573263,-0.0137370079755783
4253878.147008,2,-0.003962563,4.570745,-0.020722858607769
4253878.148032,2,-0.003989227,4.570745,-0.0266637653112411
4253878.149024,2,-0.004021605,4.572004,-0.0323783606290817
4253878.150016,2,-0.004060122,4.573263,-0.0385167077183723
4253878.151008,2,-0.004104935,4.574522,-0.0448129139840603
4253878.152032,2,-0.004155411,4.573263,-0.0504758208990097
4253878.153024,2,-0.004210292,4.572004,-0.0548814423382282
4253878.154016,2,-0.0042684,4.574522,-0.0581075437366962
4253878.155008,2,-0.004328953,4.572004,-0.0605527311563492
4253878.156032,2,-0.004391217,4.574522,-0.0622640363872051
4253878.157024,2,-0.004454396,4.579557,-0.0631795264780521
4253878.158016,2,-0.004517095,4.577039,-0.0626984983682632
4253878.159008,2,-0.004576495,4.574522,-0.0594006851315498
4253878.160032,2,-0.00462934,4.574522,-0.0528451055288315
4253878.161024,2,-0.004673493,4.572004,-0.0441521406173706
4253878.162016,2,-0.004708077,4.572004,-0.0345841981470585
4253878.163008,2,-0.004733174,4.577039,-0.0250972807407379
4253878.164032,2,-0.004749102,4.57578,-0.0159279443323612
4253878.165024,2,-0.0047552,4.573263,-0.00609830021858215
4253878.165088,2,-0.004750125,4.573263,0.00507524237036705
4253878.166016,2,-0.004750125,4.570745,0.00507524237036705
4253878.167008,2,-0.004733418,4.569487,0.0167069956660271
4253878.168032,2,-0.004706209,4.577039,0.0272090546786785
4253878.169024,2,-0.004670118,4.572004,0.0360915437340736
4253878.170016,2,-0.004625694,4.570745,0.044423621147871
4253878.171008,2,-0.004573039,4.573263,0.0526546500623226
4253878.172032,2,-0.004513033,4.572004,0.0600065104663372
4253878.173024,2,-0.00444673,4.573263,0.0663022510707378
4253878.174016,2,-0.004374805,4.570745,0.0719255767762661
4253878.175008,2,-0.004297901,4.570745,0.0769039615988731
4253878.176032,2,-0.004217066,4.570745,0.0808350741863251
4253878.177024,2,-0.004133831,4.572004,0.0832350924611092
4253878.178016,2,-0.004049733,4.570745,0.0840974971652031
4253878.179008,2,-0.003965991,4.573263,0.0837426632642746
4253878.180032,2,-0.003883516,4.570745,0.0824746675789356
4253878.181024,2,-0.003802941,4.570745,0.08057476952672
4253878.182016,2,-0.003724959,4.572004,0.0779819674789906
4253878.183008,2,-0.003650535,4.57578,0.0744238495826721
4253878.184032,2,-0.003580125,4.572004,0.0704103149473667
4253878.185024,2,-0.003513166,4.572004,0.0669592991471291
4253878.186016,2,-0.003449022,4.573263,0.0641436781734228
4253878.187008,2,-0.003387643,4.580816,0.0613792799413204
4253878.188032,2,-0.003328324,4.572004,0.05931849591434
4253878.189024,2,-0.003268892,4.574522,0.0594321172684431
4253878.190016,2,-0.003207333,4.574522,0.0615594908595085
4253878.191008,2,-0.003142765,4.57578,0.0645676627755165
4253878.192032,2,-0.003074384,4.572004,0.0683811958879232
4253878.193024,2,-0.003001238,4.570745,0.0731453765183687
4253878.194016,2,-0.002923224,4.573263,0.0780140981078148
4253878.195008,2,-0.002841239,4.572004,0.0819850247353315
4253878.196032,2,-0.002756239,4.577039,0.0850006472319365
4253878.197024,2,-0.00266847,4.570745,0.08776830509305
4253878.198016,2,-0.002577524,4.579557,0.0909462105482817
4253878.1984,2,-0.002482708,4.579557,0.0948165543377399
4253878.199008,2,-0.002482708,4.570745,0.0948165543377399
4253878.200032,2,-0.002383068,4.570745,0.0996396411210299
4253878.201024,2,-0.002278283,4.570745,0.104784965515137
4253878.202016,2,-0.002169593,4.570745,0.108690001070499
4253878.203008,2,-0.002058925,4.573263,0.110667897388339
4253878.204032,2,-0.00194786,4.57578,0.1110655721277
4253878.205024,2,-0.001837,4.573263,0.110859051346779
4253878.206016,2,-0.001725828,4.569487,0.111172907054424
4253878.207008,2,-0.001613973,4.573263,0.111854285933077
4253878.208032,2,-0.00150219,4.573263,0.111783039756119
4253878.209024,2,-0.001391399,4.570745,0.110791530460119
4253878.210016,2,-0.001282022,4.570745,0.109377084299922
4253878.211008,2,-0.001174778,4.570745,0.1072435406968
4253878.212032,2,-0.001070987,4.570745,0.103791593573987
4253878.213024,2,-0.0009720828,4.573263,0.0989037216641009
4253878.214016,2,-0.0008791729,4.572004,0.0929099041968584
4253878.215008,2,-0.0007927284,4.570745,0.0864444300532341
4253878.216032,2,-0.0007129565,4.57578,0.0797719694674015
4253878.217024,2,-0.000640035,4.57578,0.0729215098544955
4253878.218016,2,-0.0005732457,4.57578,0.0667892745696008
4253878.219008,2,-0.0005107149,4.572004,0.0625308020971715
4253878.220032,2,-0.0004505881,4.574522,0.0601267674937844
4253878.221024,2,-0.0003919022,4.572004,0.0586859241593629
4253878.222016,2,-0.000334306,4.57578,0.057596160331741
4253878.223008,2,-0.0002774739,4.573263,0.0568321265745908
4253878.224032,2,-0.000220779,4.577039,0.0566949020139873
4253878.225024,2,-0.0001632082,4.572004,0.0575708545511588
4253878.226016,2,-0.0001036099,4.573263,0.0595982055529021
4253878.227008,2,-4.135953E-05,4.574522,0.0622504157945514
4253878.228032,2,2.356926E-05,4.573263,0.0649287885607919
4253878.229024,2,9.129863E-05,4.57578,0.0677293737680884
4253878.230016,2,0.0001622566,4.578298,0.0709579471731558
4253878.231008,2,0.000237479,4.574522,0.0752224732423201
4253878.231744,2,0.0003187799,4.574522,0.0813008518889546
4253878.232032,2,0.0003187799,4.574522,0.0813008518889546
4253878.233024,2,0.000407712,4.577039,0.0889320799615234
4253878.234016,2,0.0005051472,4.572004,0.0974351714830846
4253878.235008,2,0.0006117573,4.574522,0.106610124930739
4253878.236032,2,0.0007277009,4.569487,0.115943606942892
4253878.237024,2,0.0008522249,4.570745,0.124524056445807
4253878.238016,2,0.0009836244,4.569487,0.131399428937584
4253878.239008,2,0.001119424,4.573263,0.13579975347966
4253878.240032,2,0.001257201,4.569487,0.137776951305568
4253878.241024,2,0.00139513,4.570745,0.137929106131196
4253878.242016,2,0.001531511,4.57578,0.136381131596863
4253878.243008,2,0.001664874,4.573263,0.133362249471247
4253878.244032,2,0.00179494,4.578298,0.130066415295005
4253878.245024,2,0.00192265,4.57578,0.127709936350584
4253878.246016,2,0.002049743,4.572004,0.127093051560223
4253878.247008,2,0.002177936,4.574522,0.128193525597453
4253878.248032,2,0.002307836,4.572004,0.129899475723505
4253878.249024,2,0.002439231,4.57578,0.131395179778337
4253878.250016,2,0.002571917,4.572004,0.132685527205467
4253878.251008,2,0.002705909,4.573263,0.133992405608296
4253878.252032,2,0.002841105,4.574522,0.135195441544056
4253878.253024,2,0.002977179,4.57578,0.136074144393206
4253878.254016,2,0.003114257,4.573263,0.137078110128641
4253878.255008,2,0.003252987,4.573263,0.138730276376009
4253878.256032,2,0.003393742,4.572004,0.14075543731451
4253878.257024,2,0.003536205,4.574522,0.142462318763137
4253878.258016,2,0.00367974,4.574522,0.143535668030381
4253878.259008,2,0.003824078,4.574522,0.144337769597769
4253878.260032,2,0.003969499,4.574522,0.145420664921403
4253878.261024,2,0.00411647,4.577039,0.146971084177494
4253878.262016,2,0.004265631,4.573263,0.149161089211702
4253878.263008,2,0.004417886,4.574522,0.152254942804575
4253878.264032,2,0.004573841,4.57578,0.155954621732235
4253878.265024,2,0.004733713,4.573263,0.159872230142355
4253878.265056,2,0.004897795,4.573263,0.164081808179617
4253878.266016,2,0.004897795,4.573263,0.164081808179617
4253878.267008,2,0.005066119,4.568228,0.16832398250699
4253878.268032,2,0.005237719,4.572004,0.171600375324488
4253878.269024,2,0.005410488,4.574522,0.172768719494343
4253878.270016,2,0.005582349,4.573263,0.17186114564538
4253878.271008,2,0.005752457,4.574522,0.170107930898666
4253878.272032,2,0.005920783,4.574522,0.16832584515214
